"Source Issue","Source URL","Target Issue","Target URL","Issue Type","Summary","Missing Parent","Status","Reason","Action Required"
"UPT-1039","https://onemain.atlassian.net/browse/UPT-1039","UPT1-182","https://onemainfinancial-migrationsandbox.atlassian.net/browse/UPT1-182","Story","Add GitHub Actions CI with added tests ","UPT-1032","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"UPT-409","https://onemain.atlassian.net/browse/UPT-409","UPT1-187","https://onemainfinancial-migrationsandbox.atlassian.net/browse/UPT1-187","Story","Explore using GitHub actions to run CI tests for hydra collector","UPT-347","Ready for Work","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"UPT-421","https://onemain.atlassian.net/browse/UPT-421","UPT1-188","https://onemainfinancial-migrationsandbox.atlassian.net/browse/UPT1-188","Story","Integrate Clickstream solution with Cards app","UPT-347","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"UPT-422","https://onemain.atlassian.net/browse/UPT-422","UPT1-189","https://onemainfinancial-migrationsandbox.atlassian.net/browse/UPT1-189","Story","Integrate Clickstream solution with Trim products","UPT-347","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"UPT-424","https://onemain.atlassian.net/browse/UPT-424","UPT1-190","https://onemainfinancial-migrationsandbox.atlassian.net/browse/UPT1-190","Story","Integrate Clickstream solution with tritoninsurancecompany.ca website","UPT-347","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"UPT-428","https://onemain.atlassian.net/browse/UPT-428","UPT1-191","https://onemainfinancial-migrationsandbox.atlassian.net/browse/UPT1-191","Spike","Explore integration Clickstream functionality with Foursight","UPT-347","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"UPT-427","https://onemain.atlassian.net/browse/UPT-427","UPT1-192","https://onemainfinancial-migrationsandbox.atlassian.net/browse/UPT1-192","Story","Integrate Clickstream solution with promotionalbenefits.com website","UPT-347","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"UPT-1036","https://onemain.atlassian.net/browse/UPT-1036","UPT1-195","https://onemainfinancial-migrationsandbox.atlassian.net/browse/UPT1-195","Story","Automation E2E phase 1","UPT-1032","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"UPT-961","https://onemain.atlassian.net/browse/UPT-961","UPT1-196","https://onemainfinancial-migrationsandbox.atlassian.net/browse/UPT1-196","Story","Integrate existing server-side clickstream gem into frontend application","UPT-347","Ready for Work","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"UPT-1038","https://onemain.atlassian.net/browse/UPT-1038","UPT1-208","https://onemainfinancial-migrationsandbox.atlassian.net/browse/UPT1-208","Story","Automation E2E phase 3","UPT-1032","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"UPT-977","https://onemain.atlassian.net/browse/UPT-977","UPT1-209","https://onemainfinancial-migrationsandbox.atlassian.net/browse/UPT1-209","Story","Tests to validate Clickstream data populated in Snowflake tables","UPT-245","Blocked","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"UPT-976","https://onemain.atlassian.net/browse/UPT-976","UPT1-210","https://onemainfinancial-migrationsandbox.atlassian.net/browse/UPT1-210","Story","Define a user interface for Clickstream ","UPT-347","Refinement","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"UPT-1037","https://onemain.atlassian.net/browse/UPT-1037","UPT1-211","https://onemainfinancial-migrationsandbox.atlassian.net/browse/UPT1-211","Story","Automation E2E phase 2","UPT-1032","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"UPT-974","https://onemain.atlassian.net/browse/UPT-974","UPT1-212","https://onemainfinancial-migrationsandbox.atlassian.net/browse/UPT1-212","Task","Add field to clickstream for handling funnels","UPT-347","Ready for Work","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
