"Source Issue","Source URL","Target Issue","Target URL","Issue Type","Summary","Missing Parent","Status","Reason","Action Required"
"CARD-2140","https://onemain.atlassian.net/browse/CARD-2140","CARD1-491","https://onemainfinancial-migrationsandbox.atlassian.net/browse/CARD1-491","Task","ASTRA: Need to have dynamic conditional checks for internal state updation once new flow finalised with architecture","CARD-655","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"CARD-4677","https://onemain.atlassian.net/browse/CARD-4677","CARD1-525","https://onemainfinancial-migrationsandbox.atlassian.net/browse/CARD1-525","Story","Update the Secondlook schema in feature store","CARD-3571","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"CARD-4639","https://onemain.atlassian.net/browse/CARD-4639","CARD1-544","https://onemainfinancial-migrationsandbox.atlassian.net/browse/CARD1-544","Story","Display Secured Card graphic for BWE Card product code","CARD-4104","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"CARD-4636","https://onemain.atlassian.net/browse/CARD-4636","CARD1-545","https://onemainfinancial-migrationsandbox.atlassian.net/browse/CARD1-545","Story","Run the rules on Secondlook workflow instead of mock rules","CARD-3571","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"CARD-4583","https://onemain.atlassian.net/browse/CARD-4583","CARD1-552","https://onemainfinancial-migrationsandbox.atlassian.net/browse/CARD1-552","Story","Remove Cash Back % references in App","CARD-4104","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"CARD-4584","https://onemain.atlassian.net/browse/CARD-4584","CARD1-553","https://onemainfinancial-migrationsandbox.atlassian.net/browse/CARD1-553","Story","Dynamically display cash back percentage across App/Web","CARD-4104","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"CARD-4585","https://onemain.atlassian.net/browse/CARD-4585",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Story","Remove Cash Back Tile and References when 0% Cash Back ","CARD-4104","Testing","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"CARD-5130","https://onemain.atlassian.net/browse/CARD-5130","CARD1-633","https://onemainfinancial-migrationsandbox.atlassian.net/browse/CARD1-633","Story","Update Application header language for 0% cashback product","CARD-4104","Testing","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"CARD-5131","https://onemain.atlassian.net/browse/CARD-5131","CARD1-634","https://onemainfinancial-migrationsandbox.atlassian.net/browse/CARD1-634","Story","Update the Status portal for 0% cashback product","CARD-4104","Testing","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"CARD-5132","https://onemain.atlassian.net/browse/CARD-5132","CARD1-635","https://onemainfinancial-migrationsandbox.atlassian.net/browse/CARD1-635","Story","Update Approval page for 0% cashback product","CARD-4104","Testing","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"CARD-3799","https://onemain.atlassian.net/browse/CARD-3799","CARD1-720","https://onemainfinancial-migrationsandbox.atlassian.net/browse/CARD1-720","Story","Configure Asset Report Event Consumer in CDS for Plaid Integration","CARD-3571","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"CARD-599","https://onemain.atlassian.net/browse/CARD-599","CARD1-822","https://onemainfinancial-migrationsandbox.atlassian.net/browse/CARD1-822","Bug","User is not able to login to Application portal after successfully submitting the X-sell application","CARD-655","Blocked","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
