"Source Issue","Source URL","Target Issue","Target URL","Issue Type","Summary","Missing Parent","Status","Reason","Action Required"
"DAWA-1392","https://onemain.atlassian.net/browse/DAWA-1392",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Task","add SND_PRIORITY_I column to  ods.sat_application_verification from LMVERT00 ","DAWA-456","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"DAWA-1401","https://onemain.atlassian.net/browse/DAWA-1401",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Task","Revert the code Customer_call to how it was running previously in production.","DAWA-650","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"DAWA-1435","https://onemain.atlassian.net/browse/DAWA-1435",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Task","Fix the Replication of Intraday package from Class into Snowflake Schema DS_PROD","DAWA-456","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"DAWA-4502","https://onemain.atlassian.net/browse/DAWA-4502","DAWA1-116","https://onemainfinancial-migrationsandbox.atlassian.net/browse/DAWA1-116","Story","Treasury Repo Project - Create New Pipeline To Load SCM_Details Data Into Snowflake","DAWA-3797","Blocked","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"DAWA-4832","https://onemain.atlassian.net/browse/DAWA-4832","DAWA1-118","https://onemainfinancial-migrationsandbox.atlassian.net/browse/DAWA1-118","Task","Google Search Console Data Integration","DAWA-3797","Ready for Work","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"DAWA-4836","https://onemain.atlassian.net/browse/DAWA-4836","DAWA1-121","https://onemainfinancial-migrationsandbox.atlassian.net/browse/DAWA1-121","Task","Experian Linking Service-enabling all analytics platforms to write data into MWB S3 Experian bucket","DAWA-3797","In Progress","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"DAWA-4841","https://onemain.atlassian.net/browse/DAWA-4841","DAWA1-123","https://onemainfinancial-migrationsandbox.atlassian.net/browse/DAWA1-123","Task","Fnu Shiv Shakti-dev access issue","DAWA-3796","Testing","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"DAWA-4842","https://onemain.atlassian.net/browse/DAWA-4842","DAWA1-124","https://onemainfinancial-migrationsandbox.atlassian.net/browse/DAWA1-124","Task","DATABRICKS: Update Workday HR cluster name and Fix workday bucket policy to have least privileges","DAWA-3797","Testing","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"DAWA-4843","https://onemain.atlassian.net/browse/DAWA-4843","DAWA1-125","https://onemainfinancial-migrationsandbox.atlassian.net/browse/DAWA1-125","Task","DevOps task created to deploy bedrock two new tables","DAWA-3797","Testing","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"DAWA-4844","https://onemain.atlassian.net/browse/DAWA-4844","DAWA1-126","https://onemainfinancial-migrationsandbox.atlassian.net/browse/DAWA1-126","Task","Confluence page for Active Datasync tasks in omfedsprod account","DAWA-3797","Testing","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"DAWA-4848","https://onemain.atlassian.net/browse/DAWA-4848","DAWA1-127","https://onemainfinancial-migrationsandbox.atlassian.net/browse/DAWA1-127","Task","Datasync task to copy files from S3 bucket to on-prem folders.","DAWA-3797","In Progress","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"DAWA-4831","https://onemain.atlassian.net/browse/DAWA-4831","DAWA1-128","https://onemainfinancial-migrationsandbox.atlassian.net/browse/DAWA1-128","Task","CardinalGray - Bring new columns into datalake and snowflake","DAWA-3797","In Progress","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"DAWA-4849","https://onemain.atlassian.net/browse/DAWA-4849","DAWA1-129","https://onemainfinancial-migrationsandbox.atlassian.net/browse/DAWA1-129","Task","DATABRICKS:Phase-5:Update Databricks Runtime for mentioned clusters in PROD env","DAWA-3797","Testing","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"DAWA-4857","https://onemain.atlassian.net/browse/DAWA-4857","DAWA1-131","https://onemainfinancial-migrationsandbox.atlassian.net/browse/DAWA1-131","Story","SOSAUTOREPORTING  Sara service account keypair ","DAWA-3796","Testing","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"DAWA-4858","https://onemain.atlassian.net/browse/DAWA-4858","DAWA1-132","https://onemainfinancial-migrationsandbox.atlassian.net/browse/DAWA1-132","Story","SFS_LOOKER -service account keypair","DAWA-3796","Testing","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"DAWA-4861","https://onemain.atlassian.net/browse/DAWA-4861","DAWA1-133","https://onemainfinancial-migrationsandbox.atlassian.net/browse/DAWA1-133","Story","SFS_OSAUTO_DATABRICKS - prod keypair migration","DAWA-3796","Testing","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"DAWA-4867","https://onemain.atlassian.net/browse/DAWA-4867","DAWA1-135","https://onemainfinancial-migrationsandbox.atlassian.net/browse/DAWA1-135","Task","DevOps Task for DAWA 4865 bedrock hot warm cold table pattern in UAT schema","DAWA-3797","Testing","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"DAWA-4854","https://onemain.atlassian.net/browse/DAWA-4854","DAWA1-140","https://onemainfinancial-migrationsandbox.atlassian.net/browse/DAWA1-140","Task","CardinalGray - Prod issue - AnalysisException: [COLUMN_ALREADY_EXISTS] The column `title_application` already exists. Consider to choose another name or rename the existing column","DAWA-3797","Testing","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"DAWA-4829","https://onemain.atlassian.net/browse/DAWA-4829","DAWA1-142","https://onemainfinancial-migrationsandbox.atlassian.net/browse/DAWA1-142","Task","SFS_SMDS_EEB_DEV - new service account creation with keypair for event bus for Todd Brower","DAWA-3796","Testing","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"DAWA-4607","https://onemain.atlassian.net/browse/DAWA-4607","DAWA1-145","https://onemainfinancial-migrationsandbox.atlassian.net/browse/DAWA1-145","Task","Bring badge data attributes from Workday - work with Michael Brennen for additional details","DAWA-3798","Testing","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"DAWA-4611","https://onemain.atlassian.net/browse/DAWA-4611","DAWA1-146","https://onemainfinancial-migrationsandbox.atlassian.net/browse/DAWA1-146","Story","Treasury Repo Project - Cleanup Tables in Snowflake & Athena tables","DAWA-3797","Blocked","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"DAWA-4684","https://onemain.atlassian.net/browse/DAWA-4684","DAWA1-150","https://onemainfinancial-migrationsandbox.atlassian.net/browse/DAWA1-150","Task","Databricks Cluster Issue - Resolve PyArrow warning message on the Collections clusters","DAWA-3798","Ready for Work","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"DAWA-4686","https://onemain.atlassian.net/browse/DAWA-4686","DAWA1-151","https://onemainfinancial-migrationsandbox.atlassian.net/browse/DAWA1-151","Story","Python/Databricks - Using key pair authentication when connecting to Snowflake when using Databricks","DAWA-3797","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"DAWA-4828","https://onemain.atlassian.net/browse/DAWA-4828","DAWA1-154","https://onemainfinancial-migrationsandbox.atlassian.net/browse/DAWA1-154","Task","Confluence page for Databricks cluster details","DAWA-3797","Testing","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"DAWA-4734","https://onemain.atlassian.net/browse/DAWA-4734","DAWA1-155","https://onemainfinancial-migrationsandbox.atlassian.net/browse/DAWA1-155","Task","Python/Databricks - Testing of key pair authentication when connecting to Snowflake when using Databricks","DAWA-3798","Blocked","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"DAWA-4767","https://onemain.atlassian.net/browse/DAWA-4767","DAWA1-156","https://onemainfinancial-migrationsandbox.atlassian.net/browse/DAWA1-156","Task","Treasury Repo Project - Find a reliable way to load treasury/repo data into Snowflake","DAWA-3797","Blocked","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"DAWA-4790","https://onemain.atlassian.net/browse/DAWA-4790","DAWA1-158","https://onemainfinancial-migrationsandbox.atlassian.net/browse/DAWA1-158","Task","Bedrock - D_APP_VALIDATION_ARCHIVE_COLD Everyday refresh all applications created within the last 100 days from the source system to snowflke","DAWA-3797","In Progress","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"DAWA-4799","https://onemain.atlassian.net/browse/DAWA-4799","DAWA1-162","https://onemainfinancial-migrationsandbox.atlassian.net/browse/DAWA1-162","Task","Arun -create list of user in Stg snowflake account","DAWA-3796","Blocked","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"DAWA-4800","https://onemain.atlassian.net/browse/DAWA-4800","DAWA1-163","https://onemainfinancial-migrationsandbox.atlassian.net/browse/DAWA1-163","Story","Catalyst new database and 3 new schemas in Dev - 6 roles , grants and privileges for databases FOUNDATION.CREDIT_APPLICATION ","DAWA-3796","Refinement","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"DAWA-4802","https://onemain.atlassian.net/browse/DAWA-4802","DAWA1-164","https://onemainfinancial-migrationsandbox.atlassian.net/browse/DAWA1-164","Task","Datasync sending files twice","DAWA-3797","In Progress","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"DAWA-4815","https://onemain.atlassian.net/browse/DAWA-4815","DAWA1-165","https://onemainfinancial-migrationsandbox.atlassian.net/browse/DAWA1-165","Task","Bedrock - Analyze and Design Current Schedule And Design New Schedule To Fix Sunday's Late Data Load","DAWA-3797","In Progress","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"DAWA-4766","https://onemain.atlassian.net/browse/DAWA-4766","DAWA1-166","https://onemainfinancial-migrationsandbox.atlassian.net/browse/DAWA1-166","Task","Derisking SaS - Analyze SaS scripts that are part of conversion effort","DAWA-3798","Ready for Work","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"DAWA-4467","https://onemain.atlassian.net/browse/DAWA-4467","DAWA1-173","https://onemainfinancial-migrationsandbox.atlassian.net/browse/DAWA1-173","Task","Treasury Repo Project - Implement Email Alert and Reconciliation b/w Source and Target.","DAWA-3797","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"DAWA-4480","https://onemain.atlassian.net/browse/DAWA-4480","DAWA1-180","https://onemainfinancial-migrationsandbox.atlassian.net/browse/DAWA1-180","Task","Treasury Repo Project - Implement Email Alters for failure when loading the data","DAWA-3797","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"DAWA-4481","https://onemain.atlassian.net/browse/DAWA-4481","DAWA1-181","https://onemainfinancial-migrationsandbox.atlassian.net/browse/DAWA1-181","Task","Treasury Repo Project - Create view that joins together all the repo data","DAWA-3797","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"DAWA-4482","https://onemain.atlassian.net/browse/DAWA-4482","DAWA1-182","https://onemainfinancial-migrationsandbox.atlassian.net/browse/DAWA1-182","Story","Treasury Repo Project - Update scheduling Of Pipelines","DAWA-3797","Blocked","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"DAWA-496","https://onemain.atlassian.net/browse/DAWA-496","DAWA1-183","https://onemainfinancial-migrationsandbox.atlassian.net/browse/DAWA1-183","Task","Create core Dimension tables/views","DAWA-41","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"DAWA-4503","https://onemain.atlassian.net/browse/DAWA-4503","DAWA1-184","https://onemainfinancial-migrationsandbox.atlassian.net/browse/DAWA1-184","Task","SaS To Python - Make Functions That Sri's Team Created Available To Other Teams","DAWA-3798","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"DAWA-1011","https://onemain.atlassian.net/browse/DAWA-1011","DAWA1-194","https://onemainfinancial-migrationsandbox.atlassian.net/browse/DAWA1-194","Task","Apply search optimization on tables in CORE schema","DAWA-701","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"DAWA-4437","https://onemain.atlassian.net/browse/DAWA-4437","DAWA1-195","https://onemainfinancial-migrationsandbox.atlassian.net/browse/DAWA1-195","Task","Treasury Project - The format of the INVOICE_DATE field in the MVTracks file is changing between d-MMM-yyyy and m/d/yyyy (add new data format in step function","DAWA-3797","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"DAWA-4892","https://onemain.atlassian.net/browse/DAWA-4892","DAWA1-208","https://onemainfinancial-migrationsandbox.atlassian.net/browse/DAWA1-208","Task","Document for DR exercise","DAWA-3796","Testing","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"DAWA-4893","https://onemain.atlassian.net/browse/DAWA-4893","DAWA1-211","https://onemainfinancial-migrationsandbox.atlassian.net/browse/DAWA1-211","Task","ODBC- SF connection issue","DAWA-3796","Testing","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"DAWA-4895","https://onemain.atlassian.net/browse/DAWA-4895","DAWA1-213","https://onemainfinancial-migrationsandbox.atlassian.net/browse/DAWA1-213","Task","Bedrock - SF float precision issue","DAWA-3797","In Progress","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"DAWA-4896","https://onemain.atlassian.net/browse/DAWA-4896","DAWA1-214","https://onemainfinancial-migrationsandbox.atlassian.net/browse/DAWA1-214","Task","Analysis in Prod , dev and stg - users MFA and legacy service type","DAWA-3796","In Progress","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"DAWA-4897","https://onemain.atlassian.net/browse/DAWA-4897","DAWA1-215","https://onemainfinancial-migrationsandbox.atlassian.net/browse/DAWA1-215","Task","Experian user schema roles and grants in dev","DAWA-3796","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
