"Source Issue","Source URL","Target Issue","Target URL","Issue Type","Summary","Missing Parent","Status","Reason","Action Required"
"COMMS-1076","https://onemain.atlassian.net/browse/COMMS-1076","COMMS1-53","https://onemainfinancial-migrationsandbox.atlassian.net/browse/COMMS1-53","Epic","Add capability to create new Personal loans sub pages through Contentful","COMMS-1024","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"COMMS-1188","https://onemain.atlassian.net/browse/COMMS-1188","COMMS1-54","https://onemainfinancial-migrationsandbox.atlassian.net/browse/COMMS1-54","Epic","Legal/Disclosures Page - Migration to Contentful","COMMS-1024","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"COMMS-1464","https://onemain.atlassian.net/browse/COMMS-1464","COMMS1-56","https://onemainfinancial-migrationsandbox.atlassian.net/browse/COMMS1-56","Epic","Add capability to manage agreements(pdfs) on  APP Pages through Contentful (CMS) platform","COMMS-1024","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"COMMS-1035","https://onemain.atlassian.net/browse/COMMS-1035","COMMS1-57","https://onemainfinancial-migrationsandbox.atlassian.net/browse/COMMS1-57","Epic","Moving FAQ Pages to Contentful","COMMS-1024","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"COMMS-1005","https://onemain.atlassian.net/browse/COMMS-1005","COMMS1-58","https://onemainfinancial-migrationsandbox.atlassian.net/browse/COMMS1-58","Epic","Sweepstakes new Pages Setup","COMMS-1025","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"COMMS-1116","https://onemain.atlassian.net/browse/COMMS-1116","COMMS1-59","https://onemainfinancial-migrationsandbox.atlassian.net/browse/COMMS1-59","Epic","Migrating Legal Page - Terms of Use to Contentful","COMMS-1024","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"COMMS-963","https://onemain.atlassian.net/browse/COMMS-963","COMMS1-60","https://onemainfinancial-migrationsandbox.atlassian.net/browse/COMMS1-60","Epic","Initial Development for contentful migration","COMMS-1024","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"COMMS-1599","https://onemain.atlassian.net/browse/COMMS-1599","COMMS1-61","https://onemainfinancial-migrationsandbox.atlassian.net/browse/COMMS1-61","Epic","Allow contentful users to add more content on APP pages","COMMS-1024","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"COMMS-941","https://onemain.atlassian.net/browse/COMMS-941","COMMS1-62","https://onemainfinancial-migrationsandbox.atlassian.net/browse/COMMS1-62","Epic","North Dakota Min. Loan Amount Update - Disclosure","COMMS-1025","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"COMMS-916","https://onemain.atlassian.net/browse/COMMS-916","COMMS1-63","https://onemainfinancial-migrationsandbox.atlassian.net/browse/COMMS1-63","Epic","Moving Privacy Policy to Contentful","COMMS-1024","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"COMMS-3306","https://onemain.atlassian.net/browse/COMMS-3306","COMMS1-157","https://onemainfinancial-migrationsandbox.atlassian.net/browse/COMMS1-157","Story","Policy upload flaky spec - oms","COMMS-2211","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"COMMS-3294","https://onemain.atlassian.net/browse/COMMS-3294","COMMS1-158","https://onemainfinancial-migrationsandbox.atlassian.net/browse/COMMS1-158","Spike","Research and Evaluate Options for Dashboards to Monitor Health of Public Web Pages","COMMS-2255","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"COMMS-682","https://onemain.atlassian.net/browse/COMMS-682","COMMS1-178","https://onemainfinancial-migrationsandbox.atlassian.net/browse/COMMS1-178","Task","AUTO: Automation Scripts for COMMS-130","COMMS-326","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"COMMS-3261","https://onemain.atlassian.net/browse/COMMS-3261","COMMS1-179","https://onemainfinancial-migrationsandbox.atlassian.net/browse/COMMS1-179","Story","Use AWS S3 for Dev env to doc upload","COMMS-2211","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"COMMS-3031","https://onemain.atlassian.net/browse/COMMS-3031","COMMS1-181","https://onemainfinancial-migrationsandbox.atlassian.net/browse/COMMS1-181","Task","Frontend | The landmark must have a unique aria-label, aria-labelledby, or title to make landmarks distinguishable","COMMS-2832","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"COMMS-3030","https://onemain.atlassian.net/browse/COMMS-3030","COMMS1-182","https://onemainfinancial-migrationsandbox.atlassian.net/browse/COMMS1-182","Task","Frontend | Document has more than one main landmark","COMMS-2832","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"COMMS-3029","https://onemain.atlassian.net/browse/COMMS-3029","COMMS1-183","https://onemainfinancial-migrationsandbox.atlassian.net/browse/COMMS1-183","Task","Frontend | Document has more than one contentinfo landmark","COMMS-2832","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"COMMS-3028","https://onemain.atlassian.net/browse/COMMS-3028","COMMS1-184","https://onemainfinancial-migrationsandbox.atlassian.net/browse/COMMS1-184","Task","Frontend | The main landmark is contained in another landmark.","COMMS-2832","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"COMMS-3027","https://onemain.atlassian.net/browse/COMMS-3027","COMMS1-185","https://onemainfinancial-migrationsandbox.atlassian.net/browse/COMMS1-185","Task","Frontend | The contentinfo landmark is contained in another landmark.","COMMS-2832","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"COMMS-3012","https://onemain.atlassian.net/browse/COMMS-3012","COMMS1-186","https://onemainfinancial-migrationsandbox.atlassian.net/browse/COMMS1-186","Story","Public Web | Explore animated page transitions","COMMS-3002","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"COMMS-2967","https://onemain.atlassian.net/browse/COMMS-2967","COMMS1-187","https://onemainfinancial-migrationsandbox.atlassian.net/browse/COMMS1-187","Spike","Frontend | Sitemap Documentation","COMMS-2255","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"COMMS-2958","https://onemain.atlassian.net/browse/COMMS-2958","COMMS1-188","https://onemainfinancial-migrationsandbox.atlassian.net/browse/COMMS1-188","Story","Frontend | Decommission 'security questions' pages","COMMS-2255","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"COMMS-3032","https://onemain.atlassian.net/browse/COMMS-3032",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Task","Frontend | The landmark must have a unique aria-label, aria-labelledby, or title to make landmarks distinguishable","COMMS-2832","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"COMMS-2947","https://onemain.atlassian.net/browse/COMMS-2947","COMMS1-189","https://onemainfinancial-migrationsandbox.atlassian.net/browse/COMMS1-189","Task","Dazz issue: Publicly exposed VM/serverless with high/critical severity network vulnerabilities with a known exploit","COMMS-2255","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"COMMS-2809","https://onemain.atlassian.net/browse/COMMS-2809","COMMS1-190","https://onemainfinancial-migrationsandbox.atlassian.net/browse/COMMS1-190","Story","Infrastructure | Lower environment app routes","COMMS-2255","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"COMMS-2808","https://onemain.atlassian.net/browse/COMMS-2808","COMMS1-191","https://onemainfinancial-migrationsandbox.atlassian.net/browse/COMMS1-191","Story","Unauth pages - further research needed","COMMS-2255","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"COMMS-2773","https://onemain.atlassian.net/browse/COMMS-2773","COMMS1-193","https://onemainfinancial-migrationsandbox.atlassian.net/browse/COMMS1-193","Story","memberlife-events - Update Ruby 3.2.2 and Rails 6.1.1 versions","COMMS-2211","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"COMMS-2771","https://onemain.atlassian.net/browse/COMMS-2771","COMMS1-194","https://onemainfinancial-migrationsandbox.atlassian.net/browse/COMMS1-194","Story","AHL - Update Ruby 3.2.2 and Rails 6.1.1 versions","COMMS-2211","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"COMMS-2768","https://onemain.atlassian.net/browse/COMMS-2768","COMMS1-195","https://onemainfinancial-migrationsandbox.atlassian.net/browse/COMMS1-195","Spike","Frontend | Branch search filter by state","COMMS-2255","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"COMMS-2763","https://onemain.atlassian.net/browse/COMMS-2763","COMMS1-197","https://onemainfinancial-migrationsandbox.atlassian.net/browse/COMMS1-197","Story","Public Web | Display PDF from Contentful asset file using 'vanity' routes","COMMS-2759","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"COMMS-2901","https://onemain.atlassian.net/browse/COMMS-2901","COMMS1-198","https://onemainfinancial-migrationsandbox.atlassian.net/browse/COMMS1-198","Story","Promotional Benefits | Configure Sentry","COMMS-2255","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"COMMS-3279","https://onemain.atlassian.net/browse/COMMS-3279","COMMS1-199","https://onemainfinancial-migrationsandbox.atlassian.net/browse/COMMS1-199","Story","FCAPI - Angular App - Add code to block Capi if Onetrust is toggled","COMMS-2255","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"COMMS-3033","https://onemain.atlassian.net/browse/COMMS-3033",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Task","Frontend | The contentinfo landmark is contained in another landmark.","COMMS-2832","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"COMMS-3037","https://onemain.atlassian.net/browse/COMMS-3037","COMMS1-200","https://onemainfinancial-migrationsandbox.atlassian.net/browse/COMMS1-200","Task","Public Web | The landmark must have a unique aria-label, aria-labelledby, or title to make landmarks distinguishable","COMMS-2832","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"COMMS-3269","https://onemain.atlassian.net/browse/COMMS-3269","COMMS1-201","https://onemainfinancial-migrationsandbox.atlassian.net/browse/COMMS1-201","Story","Public Web | Angular 16 upgrade","COMMS-2255","Blocked","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"COMMS-3268","https://onemain.atlassian.net/browse/COMMS-3268","COMMS1-202","https://onemainfinancial-migrationsandbox.atlassian.net/browse/COMMS1-202","Story","Public Web | Add branch display name field to branch entry model","COMMS-2255","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"COMMS-3255","https://onemain.atlassian.net/browse/COMMS-3255","COMMS1-203","https://onemainfinancial-migrationsandbox.atlassian.net/browse/COMMS1-203","Task","Public Web | Page should contain a level-one heading","COMMS-2832","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"COMMS-3246","https://onemain.atlassian.net/browse/COMMS-3246","COMMS1-205","https://onemainfinancial-migrationsandbox.atlassian.net/browse/COMMS1-205","Story","Public Web | Validate branch page path segments","COMMS-3243","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"COMMS-3244","https://onemain.atlassian.net/browse/COMMS-3244","COMMS1-206","https://onemainfinancial-migrationsandbox.atlassian.net/browse/COMMS1-206","Story","Frontend | Fetch and save branch timezone on Chatmeter import","COMMS-3243","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"COMMS-3331","https://onemain.atlassian.net/browse/COMMS-3331","COMMS1-208","https://onemainfinancial-migrationsandbox.atlassian.net/browse/COMMS1-208","Story","The main landmark is contained in another landmark.","COMMS-2832","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"COMMS-3034","https://onemain.atlassian.net/browse/COMMS-3034","COMMS1-209","https://onemainfinancial-migrationsandbox.atlassian.net/browse/COMMS1-209","Task","Frontend | No summary message","COMMS-2832","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"COMMS-3332","https://onemain.atlassian.net/browse/COMMS-3332",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Story","The main landmark is contained in another landmark.","COMMS-2832","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"COMMS-3222","https://onemain.atlassian.net/browse/COMMS-3222","COMMS1-210","https://onemainfinancial-migrationsandbox.atlassian.net/browse/COMMS1-210","Story","Left justify text on Affiliates page","COMMS-2264","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"COMMS-3059","https://onemain.atlassian.net/browse/COMMS-3059","COMMS1-212","https://onemainfinancial-migrationsandbox.atlassian.net/browse/COMMS1-212","Task","Some page content is not contained by landmarks","COMMS-2832","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"COMMS-3058","https://onemain.atlassian.net/browse/COMMS-3058",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Task","Frontend | No summary message","COMMS-2832","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"COMMS-3056","https://onemain.atlassian.net/browse/COMMS-3056","COMMS1-213","https://onemainfinancial-migrationsandbox.atlassian.net/browse/COMMS1-213","Task","Frontend | Heading order invalid","COMMS-2832","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"COMMS-3054","https://onemain.atlassian.net/browse/COMMS-3054",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Task","Frontend | Heading order invalid","COMMS-2832","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"COMMS-3045","https://onemain.atlassian.net/browse/COMMS-3045","COMMS1-214","https://onemainfinancial-migrationsandbox.atlassian.net/browse/COMMS1-214","Task","Frontend | Element does not have an implicit (wrapped) <label>","COMMS-2832","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"COMMS-3038","https://onemain.atlassian.net/browse/COMMS-3038","COMMS1-215","https://onemainfinancial-migrationsandbox.atlassian.net/browse/COMMS1-215","Task","Public Web | Element has focusable descendants","COMMS-2832","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"COMMS-3333","https://onemain.atlassian.net/browse/COMMS-3333",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Story","The main landmark is contained in another landmark.","COMMS-2832","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"COMMS-2427","https://onemain.atlassian.net/browse/COMMS-2427","COMMS1-218","https://onemainfinancial-migrationsandbox.atlassian.net/browse/COMMS1-218","Story","Public Web | Add Footnote support for Personal Loans body copy titles","COMMS-2255","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"COMMS-2424","https://onemain.atlassian.net/browse/COMMS-2424","COMMS1-219","https://onemainfinancial-migrationsandbox.atlassian.net/browse/COMMS1-219","Task","Contentful | Add Guidebook page content","COMMS-2416","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"COMMS-2422","https://onemain.atlassian.net/browse/COMMS-2422",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Task","Contentful | Add Guidebooks PDF assets","COMMS-2416","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"COMMS-2421","https://onemain.atlassian.net/browse/COMMS-2421",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Task","Contentful | Create Guidebooks page","COMMS-2416","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"COMMS-2397","https://onemain.atlassian.net/browse/COMMS-2397","COMMS1-220","https://onemainfinancial-migrationsandbox.atlassian.net/browse/COMMS1-220","Story","Frontend | Prevent Landable API calls from creating extra page views","COMMS-2255","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"COMMS-2355","https://onemain.atlassian.net/browse/COMMS-2355","COMMS1-221","https://onemainfinancial-migrationsandbox.atlassian.net/browse/COMMS1-221","Task","Public Web | Clone Personal Loans Sub-page entries for new pages","COMMS-2255","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"COMMS-2326","https://onemain.atlassian.net/browse/COMMS-2326","COMMS1-222","https://onemainfinancial-migrationsandbox.atlassian.net/browse/COMMS1-222","Spike","Branch API | Investigate Mule API connection to either Snowflake or CLASS for ds_prod.brq_tbl_formrequest data","COMMS-2286","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"COMMS-2428","https://onemain.atlassian.net/browse/COMMS-2428","COMMS1-223","https://onemainfinancial-migrationsandbox.atlassian.net/browse/COMMS1-223","Story","Public Web | Add paragraph spacing for Personal Loans body copy","COMMS-2255","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"COMMS-2301","https://onemain.atlassian.net/browse/COMMS-2301","COMMS1-224","https://onemainfinancial-migrationsandbox.atlassian.net/browse/COMMS1-224","Task","ETL Lambdas | Schedule 'Inbound' lambda to run once, daily","COMMS-2286","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"COMMS-2297","https://onemain.atlassian.net/browse/COMMS-2297","COMMS1-225","https://onemainfinancial-migrationsandbox.atlassian.net/browse/COMMS1-225","Task","ETL Lambdas | Grant/provide Chatmeter API access","COMMS-2286","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"COMMS-2296","https://onemain.atlassian.net/browse/COMMS-2296","COMMS1-226","https://onemainfinancial-migrationsandbox.atlassian.net/browse/COMMS1-226","Story","ETL Lambdas | Configure Lambdas for AWS deployment","COMMS-2286","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"COMMS-2293","https://onemain.atlassian.net/browse/COMMS-2293","COMMS1-227","https://onemainfinancial-migrationsandbox.atlassian.net/browse/COMMS1-227","Story","Branch API | Add POST endpoint to update Snowflake with branch latitude and longitude data","COMMS-2286","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"COMMS-2292","https://onemain.atlassian.net/browse/COMMS-2292","COMMS1-228","https://onemainfinancial-migrationsandbox.atlassian.net/browse/COMMS1-228","Story","Branch API | Add GET endpoint for branch change request data fetched from Snowflake ","COMMS-2286","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"COMMS-2291","https://onemain.atlassian.net/browse/COMMS-2291","COMMS1-229","https://onemainfinancial-migrationsandbox.atlassian.net/browse/COMMS1-229","Story","Branch API | Create Snowflake service to read/write data","COMMS-2286","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"COMMS-2290","https://onemain.atlassian.net/browse/COMMS-2290","COMMS1-230","https://onemainfinancial-migrationsandbox.atlassian.net/browse/COMMS1-230","Story","Branch API | Configure Branch API for AWS deployment","COMMS-2286","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"COMMS-2300","https://onemain.atlassian.net/browse/COMMS-2300","COMMS1-231","https://onemainfinancial-migrationsandbox.atlassian.net/browse/COMMS1-231","Task","ETL Lambdas | Schedule 'Outbound' lambda to run once, daily","COMMS-2286","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"COMMS-2431","https://onemain.atlassian.net/browse/COMMS-2431","COMMS1-232","https://onemainfinancial-migrationsandbox.atlassian.net/browse/COMMS1-232","Task","Contentful | Publish Guidebook Content","COMMS-2416","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"COMMS-2446","https://onemain.atlassian.net/browse/COMMS-2446","COMMS1-233","https://onemainfinancial-migrationsandbox.atlassian.net/browse/COMMS1-233","Spike","Research the form behavior on Dealertrack page (Auto & Powersport)","COMMS-2264","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"COMMS-2757","https://onemain.atlassian.net/browse/COMMS-2757","COMMS1-234","https://onemainfinancial-migrationsandbox.atlassian.net/browse/COMMS1-234","Story","Public Web | Install Serverless dependencies in deploy step","COMMS-2255","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"COMMS-684","https://onemain.atlassian.net/browse/COMMS-684","COMMS1-235","https://onemainfinancial-migrationsandbox.atlassian.net/browse/COMMS1-235","Task","AUTO: Automation Scripts for COMMS-143","COMMS-326","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"COMMS-2637","https://onemain.atlassian.net/browse/COMMS-2637","COMMS1-242","https://onemainfinancial-migrationsandbox.atlassian.net/browse/COMMS1-242","Story","Branch updates - Conversion from RCC to BAU","COMMS-2286","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"COMMS-2634","https://onemain.atlassian.net/browse/COMMS-2634","COMMS1-243","https://onemainfinancial-migrationsandbox.atlassian.net/browse/COMMS1-243","Story","UI Fixes across all redesigned pages - PL/Branch/etc","COMMS-2255","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"COMMS-2627","https://onemain.atlassian.net/browse/COMMS-2627","COMMS1-244","https://onemainfinancial-migrationsandbox.atlassian.net/browse/COMMS1-244","Spike","Research what an automated deployment process might look like with Optimizely and Github piplines/jenkis","COMMS-2255","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"COMMS-2626","https://onemain.atlassian.net/browse/COMMS-2626","COMMS1-245","https://onemainfinancial-migrationsandbox.atlassian.net/browse/COMMS1-245","Story","Public Web | Set 'public web source' heap event property","COMMS-2255","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"COMMS-2606","https://onemain.atlassian.net/browse/COMMS-2606",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Task","Contentful | Publish NIADA expo giveaway legal page","COMMS-2255","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"COMMS-2604","https://onemain.atlassian.net/browse/COMMS-2604","COMMS1-246","https://onemainfinancial-migrationsandbox.atlassian.net/browse/COMMS1-246","Task","Imperva | Update and enable rule for /legal/niada-terms-and-conditions-giveaway","COMMS-2255","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"COMMS-2598","https://onemain.atlassian.net/browse/COMMS-2598","COMMS1-247","https://onemainfinancial-migrationsandbox.atlassian.net/browse/COMMS1-247","Story","Resource Articles/Blogs - Hero Images","COMMS-2264","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"COMMS-2224","https://onemain.atlassian.net/browse/COMMS-2224","COMMS1-248","https://onemainfinancial-migrationsandbox.atlassian.net/browse/COMMS1-248","Story","build branch sitemapurl's for locations fetched via chatmeter","COMMS-1784","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"COMMS-2172","https://onemain.atlassian.net/browse/COMMS-2172",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Task","Increase lambda timeout duration","COMMS-2170","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"COMMS-2115","https://onemain.atlassian.net/browse/COMMS-2115","COMMS1-249","https://onemainfinancial-migrationsandbox.atlassian.net/browse/COMMS1-249","Task","Deploy debt consolidation 100% traffic & legal pages","COMMS-1735","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
