"ID","Key","Name","Is Custom","Is Orderable","Is Navigable","Is Searchable","Clause Names","Schema Type","Schema Items","Schema Custom Type","Schema Custom ID","Schema System"
"customfield_10208","customfield_10208","Freeze Approver","True","True","True","True","Freeze Approver[User Picker (multiple users)], cf[10208], Freeze Approver","array","user","com.atlassian.jira.plugin.system.customfieldtypes:multiuserpicker","10208",
"customfield_10209","customfield_10209","Freeze Approval Date","True","True","True","True","Freeze Approval Date[Time stamp], Freeze Approval Date, cf[10209]","datetime",,"com.atlassian.jira.plugin.system.customfieldtypes:datetime","10209",
"creator","creator","Creator","False","False","True","True","creator","user",,,,"creator"
"customfield_11771","customfield_11771","Deployment Closing Validation","True","True","True","True","Deployment Closing Validation[Short text], Deployment Closing Validation, cf[11771]","string",,"com.atlassian.jira.plugin.system.customfieldtypes:textfield","11771",
"customfield_10682","customfield_10682","Risk and Impact Analysis (migrated)","True","True","True","True","cf[10682], Risk and Impact Analysis (migrated), Risk and Impact Analysis (migrated)[Short text]","string",,"com.atlassian.jira.plugin.system.customfieldtypes:textfield","10682",
"customfield_10320","customfield_10320","UAT or Validate Results","True","True","True","True","cf[10320], UAT or Validate Results, UAT or Validate Results[Dropdown]","option",,"com.atlassian.jira.plugin.system.customfieldtypes:select","10320",
"customfield_10683","customfield_10683","Configuration Item ID","True","True","True","True","Configuration Item ID[Dropdown], Configuration Item ID, cf[10683]","option",,"com.atlassian.jira.plugin.system.customfieldtypes:select","10683",
"customfield_10321","customfield_10321","Communicated in Training Deck?","True","True","True","True","Communicated in Training Deck?, cf[10321], Communicated in Training Deck?[Dropdown]","option",,"com.atlassian.jira.plugin.system.customfieldtypes:select","10321",
"customfield_10200","customfield_10200","Approvers: QA","True","True","True","True","cf[10200], Approvers: QA[Paragraph], Approvers: QA","string",,"com.atlassian.jira.plugin.system.customfieldtypes:textarea","10200",
"customfield_10322","customfield_10322","Policy and Procedure Impact","True","True","True","True","Policy and Procedure Impact[Dropdown], cf[10322], Policy and Procedure Impact","option",,"com.atlassian.jira.plugin.system.customfieldtypes:select","10322",
"customfield_10201","customfield_10201","Approvers: UAT","True","True","True","True","Approvers: UAT[Paragraph], Approvers: UAT, cf[10201]","string",,"com.atlassian.jira.plugin.system.customfieldtypes:textarea","10201",
"customfield_10685","customfield_10685","Modeling Accounting Approver","True","True","True","True","Modeling Accounting Approver[User Picker (single user)], cf[10685], Modeling Accounting Approver","user",,"com.atlassian.jira.plugin.system.customfieldtypes:userpicker","10685",
"customfield_10323","customfield_10323","Training department","True","True","True","True","Training department, Training department[Dropdown], cf[10323]","option",,"com.atlassian.jira.plugin.system.customfieldtypes:select","10323",
"customfield_10686","customfield_10686","Risk Approver Required","True","True","True","True","cf[10686], Risk Approver Required, Risk Approver Required[Radio Buttons]","option",,"com.atlassian.jira.plugin.system.customfieldtypes:radiobuttons","10686",
"customfield_10565","customfield_10565","Security Code Review (migrated)","True","True","True","True","Security Code Review (migrated)[Dropdown], cf[10565], Security Code Review (migrated)","option",,"com.atlassian.jira.plugin.system.customfieldtypes:select","10565",
"customfield_10313","customfield_10313","Emergency Deployment Approver","True","True","True","True","cf[10313], Emergency Deployment Approver, Emergency Deployment Approver[User Picker (multiple users)]","array","user","com.atlassian.jira.plugin.system.customfieldtypes:multiuserpicker","10313",
"customfield_10314","customfield_10314","Emergency Deployment Approval Date","True","True","True","True","cf[10314], Emergency Deployment Approval Date, Emergency Deployment Approval Date[Time stamp]","datetime",,"com.atlassian.jira.plugin.system.customfieldtypes:datetime","10314",
"customfield_10315","customfield_10315","Lane Name","True","True","True","True","Lane Name[Dropdown], cf[10315], Lane Name","option",,"com.atlassian.jira.plugin.system.customfieldtypes:select","10315",
"customfield_10316","customfield_10316","Team Name","True","True","True","True","Team Name, Team Name[Dropdown], cf[10316]","option",,"com.atlassian.jira.plugin.system.customfieldtypes:select","10316",
"customfield_10317","customfield_10317","Customer Facing?","True","True","True","True","Customer Facing?[Dropdown], cf[10317], Customer Facing?","option",,"com.atlassian.jira.plugin.system.customfieldtypes:select","10317",
"customfield_10318","customfield_10318","Pilot","True","True","True","True","Pilot[Dropdown], Pilot, cf[10318]","option",,"com.atlassian.jira.plugin.system.customfieldtypes:select","10318",
"customfield_10319","customfield_10319","Operations Owner","True","True","True","True","Operations Owner[User Picker (single user)], cf[10319], Operations Owner","user",,"com.atlassian.jira.plugin.system.customfieldtypes:userpicker","10319",
"timespent","timespent","Time Spent","False","False","True","False","timespent","number",,,,"timespent"
"aggregatetimespent","aggregatetimespent","? Time Spent","False","False","True","False","","number",,,,"aggregatetimespent"
"customfield_11762","com.atlassian.atlas.jira__project-key","Project overview key","True","True","True","True","Project overview key, cf[11762]","string",,"read-only-string-issue-field","11762",
"customfield_10310","customfield_10310","Functional Test Status","True","True","True","True","cf[10310], Functional Test Status[Short text], Functional Test Status","string",,"com.atlassian.jira.plugin.system.customfieldtypes:textfield","10310",
"customfield_11761","customfield_11761","Design","True","True","True","True","cf[11761], Design","array","design.field.name","com.atlassian.jira.plugins.jira-development-integration-plugin:designcf","11761",
"customfield_10432","customfield_10432","Start Date (migrated)","True","True","True","True","cf[10432], Start Date (migrated)[Date], Start Date (migrated)","date",,"com.atlassian.jira.plugin.system.customfieldtypes:datepicker","10432",
"customfield_10311","customfield_10311","UAT Test Status","True","True","True","True","UAT Test Status, UAT Test Status[Short text], cf[10311]","string",,"com.atlassian.jira.plugin.system.customfieldtypes:textfield","10311",
"customfield_11764","customfield_11764","Sum StoryPoints ","True","True","True","True","Sum StoryPoints , Sum StoryPoints [Number], cf[11764]","number",,"com.atlassian.jira.plugin.system.customfieldtypes:float","11764",
"customfield_10553","customfield_10553","ICON Preparer","True","True","True","True","ICON Preparer[User Picker (single user)], ICON Preparer, cf[10553]","user",,"com.atlassian.jira.plugin.system.customfieldtypes:userpicker","10553",
"customfield_10312","customfield_10312","Documented Test Plan","True","True","True","True","Documented Test Plan[Dropdown], Documented Test Plan, cf[10312]","option",,"com.atlassian.jira.plugin.system.customfieldtypes:select","10312",
"customfield_11763","com.atlassian.atlas.jira__project-status","Project overview status","True","True","True","True","Project overview status, cf[11763]","string",,"read-only-string-issue-field","11763",
"customfield_10302","customfield_10302","Project Requirement Review Date","True","True","True","True","cf[10302], Project Requirement Review Date[Date], Project Requirement Review Date","date",,"com.atlassian.jira.plugin.system.customfieldtypes:datepicker","10302",
"customfield_11512","customfield_11512","Impact (migrated) (migrated) (migrated)","True","True","True","True","Impact (migrated) (migrated) (migrated)[Dropdown], cf[11512], Impact (migrated) (migrated) (migrated)","option",,"com.atlassian.jira.plugin.system.customfieldtypes:select","11512",
"customfield_10303","customfield_10303","Business/QA Review Date","True","True","True","True","Business/QA Review Date[Date], cf[10303], Business/QA Review Date","date",,"com.atlassian.jira.plugin.system.customfieldtypes:datepicker","10303",
"customfield_10304","customfield_10304","Backout Plan","True","True","True","True","Backout Plan[Paragraph], cf[10304], Backout Plan","string",,"com.atlassian.jira.plugin.system.customfieldtypes:textarea","10304",
"customfield_10305","customfield_10305","Scheduler Change","True","True","True","True","Scheduler Change[Dropdown], Scheduler Change, cf[10305]","option",,"com.atlassian.jira.plugin.system.customfieldtypes:select","10305",
"customfield_10306","customfield_10306","Table Change","True","True","True","True","cf[10306], Table Change[Dropdown], Table Change","option",,"com.atlassian.jira.plugin.system.customfieldtypes:select","10306",
"customfield_10307","customfield_10307","Table Alter","True","True","True","True","Table Alter[Checkboxes], cf[10307], Table Alter","array","option","com.atlassian.jira.plugin.system.customfieldtypes:multicheckboxes","10307",
"customfield_10308","customfield_10308","Large Table Change","True","True","True","True","Large Table Change, Large Table Change[Dropdown], cf[10308]","option",,"com.atlassian.jira.plugin.system.customfieldtypes:select","10308",
"customfield_10309","customfield_10309","Name of table","True","True","True","True","Name of table, Name of table[Short text], cf[10309]","string",,"com.atlassian.jira.plugin.system.customfieldtypes:textfield","10309",
"workratio","workratio","Work Ratio","False","False","True","True","workratio","number",,,,"workratio"
"customfield_10301","customfield_10301","Support Ticket","True","True","True","True","Support Ticket, Support Ticket[Checkboxes], cf[10301]","array","option","com.atlassian.jira.plugin.system.customfieldtypes:multicheckboxes","10301",
"customfield_11865","customfield_11865","Product Area","True","True","True","True","cf[11865], Product Area[Checkboxes], Product Area","array","option","com.atlassian.jira.plugin.system.customfieldtypes:multicheckboxes","11865",
"customfield_11864","customfield_11864","Documents","True","True","True","True","Documents[URL Field], cf[11864], Documents","string",,"com.atlassian.jira.plugin.system.customfieldtypes:url","11864",
"customfield_11743","customfield_11743","Resolution (migrated)","True","True","True","True","cf[11743], Resolution (migrated)[Short text], Resolution (migrated)","string",,"com.atlassian.jira.plugin.system.customfieldtypes:textfield","11743",
"customfield_11628","customfield_11628","Implementation Plan (migrated) (migrated) (migrated)","True","True","True","True","Implementation Plan (migrated) (migrated) (migrated)[Short text], cf[11628], Implementation Plan (migrated) (migrated) (migrated)","string",,"com.atlassian.jira.plugin.system.customfieldtypes:textfield","11628",
"customfield_10419","customfield_10419","Health Status Comment","True","True","True","True","cf[10419], Health Status Comment[Short text], Health Status Comment","string",,"com.atlassian.jira.plugin.system.customfieldtypes:textfield","10419",
"customfield_11861","customfield_11861","Effort","True","True","True","True","Effort[Rating], cf[11861], Effort","number",,"jira.polaris:rating","11861",
"customfield_11860","customfield_11860","Value","True","True","True","True","Value, Value[Rating], cf[11860]","number",,"jira.polaris:rating","11860",
"customfield_10652","customfield_10652","Publication Description","True","True","True","True","Publication Description[Paragraph], cf[10652], Publication Description","string",,"com.atlassian.jira.plugin.system.customfieldtypes:textarea","10652",
"customfield_11863","customfield_11863","Confidence","True","True","True","True","cf[11863], Confidence, Confidence[Slider]","number",,"jira.polaris:slider","11863",
"customfield_11862","customfield_11862","Idea short description","True","True","True","True","Idea short description, cf[11862], Idea short description[Short text]","string",,"com.atlassian.jira.plugin.system.customfieldtypes:textfield","11862",
"customfield_11854","customfield_11854","Customer segments","True","True","True","True","Customer segments[Checkboxes], Customer segments, cf[11854]","array","option","com.atlassian.jira.plugin.system.customfieldtypes:multicheckboxes","11854",
"customfield_10765","customfield_10765","UAT Testing Status","True","True","True","True","UAT Testing Status[Dropdown], UAT Testing Status, cf[10765]","option",,"com.atlassian.jira.plugin.system.customfieldtypes:select","10765",
"customfield_11856","customfield_11856","Designs ready","True","True","True","True","Designs ready[Checkbox], cf[11856], Designs ready","number",,"jira.polaris:boolean","11856",
"customfield_10766","customfield_10766","Design & Accessibility Review Required","True","True","True","True","cf[10766], Design & Accessibility Review Required[Dropdown], Design & Accessibility Review Required","option",,"com.atlassian.jira.plugin.system.customfieldtypes:select","10766",
"customfield_11855","customfield_11855","Spec ready","True","True","True","True","Spec ready[Checkbox], cf[11855], Spec ready","number",,"jira.polaris:boolean","11855",
"customfield_10646","customfield_10646","Implementation Plan (migrated)","True","True","True","True","Implementation Plan (migrated)[Short text], Implementation Plan (migrated), cf[10646]","string",,"com.atlassian.jira.plugin.system.customfieldtypes:textfield","10646",
"customfield_11858","customfield_11858","Project target","True","True","True","True","Project target[Interval], cf[11858], Project target","string",,"jira.polaris:interval","11858",
"customfield_10769","customfield_10769","Begin Date (migrated 2)","True","True","True","True","Begin Date (migrated 2), Begin Date (migrated 2)[Time stamp], cf[10769]","datetime",,"com.atlassian.jira.plugin.system.customfieldtypes:datetime","10769",
"customfield_11857","customfield_11857","Project start","True","True","True","True","Project start[Interval], cf[11857], Project start","string",,"jira.polaris:interval","11857",
"customfield_10648","customfield_10648","Additional Pricing Required","True","True","True","True","Additional Pricing Required, Additional Pricing Required[Radio Buttons], cf[10648]","option",,"com.atlassian.jira.plugin.system.customfieldtypes:radiobuttons","10648",
"customfield_10649","customfield_10649","ICON Approver","True","True","True","True","cf[10649], ICON Approver, ICON Approver[User Picker (single user)]","user",,"com.atlassian.jira.plugin.system.customfieldtypes:userpicker","10649",
"customfield_10529","customfield_10529","Impact (migrated)","True","True","True","True","cf[10529], Impact (migrated), Impact (migrated)[Dropdown]","option",,"com.atlassian.jira.plugin.system.customfieldtypes:select","10529",
"customfield_11859","customfield_11859","Category","True","True","True","True","Category[Dropdown], cf[11859]","option",,"com.atlassian.jira.plugin.system.customfieldtypes:select","11859",
"customfield_10760","customfield_10760","Environment Type","True","True","True","True","Environment Type[Dropdown], cf[10760], Environment Type","option",,"com.atlassian.jira.plugin.system.customfieldtypes:select","10760",
"customfield_11970","customfield_11970","External issue ID","True","True","True","True","External issue ID, External issue ID[Short text], cf[11970]","string",,"com.atlassian.jira.plugin.system.customfieldtypes:textfield","11970",
"customfield_10761","customfield_10761","Environment Name","True","True","True","True","Environment Name[Short text], Environment Name, cf[10761]","string",,"com.atlassian.jira.plugin.system.customfieldtypes:textfield","10761",
"customfield_11852","customfield_11852","Teams","True","True","True","True","cf[11852], Teams, Teams[Checkboxes]","array","option","com.atlassian.jira.plugin.system.customfieldtypes:multicheckboxes","11852",
"customfield_10753","customfield_10753","Deployment State","True","True","True","True","cf[10753], Deployment State[Dropdown], Deployment State","option",,"com.atlassian.jira.plugin.system.customfieldtypes:select","10753",
"customfield_10754","customfield_10754","Resolution","True","True","True","True","Resolution[Short text], cf[10754]","string",,"com.atlassian.jira.plugin.system.customfieldtypes:textfield","10754",
"customfield_11847","customfield_11847","Goal","True","True","True","True","Goal[Checkboxes], cf[11847], Goal","array","option","com.atlassian.jira.plugin.system.customfieldtypes:multicheckboxes","11847",
"customfield_10757","customfield_10757","Workfront ID","True","True","True","True","Workfront ID[Short text], Workfront ID, cf[10757]","string",,"com.atlassian.jira.plugin.system.customfieldtypes:textfield","10757",
"customfield_10758","customfield_10758","Reporting Source System","True","True","True","True","Reporting Source System, Reporting Source System[Dropdown], cf[10758]","option",,"com.atlassian.jira.plugin.system.customfieldtypes:select","10758",
"customfield_10759","customfield_10759","Source System ID","True","True","True","True","cf[10759], Source System ID, Source System ID[Short text]","string",,"com.atlassian.jira.plugin.system.customfieldtypes:textfield","10759",
"customfield_11848","customfield_11848","Roadmap","True","True","True","True","Roadmap[Dropdown], cf[11848], Roadmap","option",,"com.atlassian.jira.plugin.system.customfieldtypes:select","11848",
"customfield_10190","customfield_10190","Integration Target Date","True","True","True","True","cf[10190], Integration Target Date, Integration Target Date[Date]","date",,"com.atlassian.jira.plugin.system.customfieldtypes:datepicker","10190",
"customfield_10191","customfield_10191","QA Target Date","True","True","True","True","QA Target Date[Date], QA Target Date, cf[10191]","date",,"com.atlassian.jira.plugin.system.customfieldtypes:datepicker","10191",
"customfield_10192","customfield_10192","Testing Priority","True","True","True","True","cf[10192], Testing Priority[Dropdown], Testing Priority","option",,"com.atlassian.jira.plugin.system.customfieldtypes:select","10192",
"customfield_10193","customfield_10193","CI/CD","True","True","True","True","CI/CD, CI/CD[Dropdown], cf[10193]","option",,"com.atlassian.jira.plugin.system.customfieldtypes:select","10193",
"customfield_10194","customfield_10194","Design Review Date","True","True","True","True","Design Review Date[Date], cf[10194], Design Review Date","date",,"com.atlassian.jira.plugin.system.customfieldtypes:datepicker","10194",
"customfield_11162","customfield_11162","Change type (migrated 3)","True","True","True","True","Change type (migrated 3)[Dropdown], cf[11162], Change type (migrated 3)","option",,"com.atlassian.jira.plugin.system.customfieldtypes:select","11162",
"customfield_10195","customfield_10195","Reviewers: Design Review","True","True","True","True","cf[10195], Reviewers: Design Review[User Picker (multiple users)], Reviewers: Design Review","array","user","com.atlassian.jira.plugin.system.customfieldtypes:multiuserpicker","10195",
"customfield_10196","customfield_10196","Code Review Date","True","True","True","True","cf[10196], Code Review Date, Code Review Date[Date]","date",,"com.atlassian.jira.plugin.system.customfieldtypes:datepicker","10196",
"customfield_10197","customfield_10197","Security Code Review","True","True","True","True","Security Code Review, Security Code Review[Dropdown], cf[10197]","option",,"com.atlassian.jira.plugin.system.customfieldtypes:select","10197",
"customfield_10198","customfield_10198","Approvers: Unit","True","True","True","True","cf[10198], Approvers: Unit[Paragraph], Approvers: Unit","string",,"com.atlassian.jira.plugin.system.customfieldtypes:textarea","10198",
"customfield_10199","customfield_10199","Approvers: Int","True","True","True","True","Approvers: Int[Paragraph], cf[10199], Approvers: Int","string",,"com.atlassian.jira.plugin.system.customfieldtypes:textarea","10199",
"customfield_12135","customfield_12135","Approvals","True","True","True","True","cf[12135], Approvals, Approvals[Approvals]","sd-approvals",,"com.atlassian.servicedesk.approvals-plugin:sd-approvals","12135",
"customfield_11049","customfield_11049","Risk and Impact Analysis (migrated) (migrated)","True","True","True","True","cf[11049], Risk and Impact Analysis (migrated) (migrated), Risk and Impact Analysis (migrated) (migrated)[Short text]","string",,"com.atlassian.jira.plugin.system.customfieldtypes:textfield","11049",
"customfield_10180","customfield_10180","Deployed to Training","True","True","True","True","cf[10180], Deployed to Training, Deployed to Training[Short text]","string",,"com.atlassian.jira.plugin.system.customfieldtypes:readonlyfield","10180",
"customfield_10181","customfield_10181","Deployed to Training Status","True","True","True","True","cf[10181], Deployed to Training Status, Deployed to Training Status[Short text]","string",,"com.atlassian.jira.plugin.system.customfieldtypes:textfield","10181",
"customfield_10182","customfield_10182","Planned Deployment","True","True","True","True","Planned Deployment[Short text], cf[10182], Planned Deployment","string",,"com.atlassian.jira.plugin.system.customfieldtypes:textfield","10182",
"customfield_10183","customfield_10183","Post Implementation Validation","True","True","True","True","Post Implementation Validation[Dropdown], Post Implementation Validation, cf[10183]","option",,"com.atlassian.jira.plugin.system.customfieldtypes:select","10183",
"customfield_10184","customfield_10184","Post Implementation Testers","True","True","True","True","cf[10184], Post Implementation Testers[Paragraph], Post Implementation Testers","string",,"com.atlassian.jira.plugin.system.customfieldtypes:textarea","10184",
"customfield_10185","customfield_10185","Rollout Switch","True","True","True","True","cf[10185], Rollout Switch, Rollout Switch[Dropdown]","option",,"com.atlassian.jira.plugin.system.customfieldtypes:select","10185",
"customfield_10186","customfield_10186","Validation Priority","True","True","True","True","Validation Priority[Dropdown], cf[10186], Validation Priority","option",,"com.atlassian.jira.plugin.system.customfieldtypes:select","10186",
"customfield_10187","customfield_10187","Date added to Deployment","True","True","True","True","cf[10187], Date added to Deployment[Date], Date added to Deployment","date",,"com.atlassian.jira.plugin.system.customfieldtypes:datepicker","10187",
"customfield_10188","customfield_10188","Dependency","True","True","True","True","Dependency[Paragraph], cf[10188], Dependency","string",,"com.atlassian.jira.plugin.system.customfieldtypes:textarea","10188",
"customfield_10189","customfield_10189","Testing Communication","True","True","True","True","cf[10189], Testing Communication, Testing Communication[Paragraph]","string",,"com.atlassian.jira.plugin.system.customfieldtypes:textarea","10189",
"labels","labels","Labels","False","True","True","True","labels","array","string",,,"labels"
"components","components","Components","False","True","True","True","component","array","component",,,"components"
"customfield_10290","customfield_10290","Approvers: Secure Code","True","True","True","True","cf[10290], Approvers: Secure Code[Paragraph], Approvers: Secure Code","string",,"com.atlassian.jira.plugin.system.customfieldtypes:textarea","10290",
"customfield_10291","customfield_10291","Deployment Key","True","True","True","True","Deployment Key, cf[10291], Deployment Key[Short text]","string",,"com.atlassian.jira.plugin.system.customfieldtypes:textfield","10291",
"customfield_10170","customfield_10170","Deployed to Regression Status","True","True","True","True","Deployed to Regression Status[Short text], cf[10170], Deployed to Regression Status","string",,"com.atlassian.jira.plugin.system.customfieldtypes:textfield","10170",
"customfield_10292","customfield_10292","Deployment Summary","True","True","True","True","Deployment Summary, Deployment Summary[Short text], cf[10292]","string",,"com.atlassian.jira.plugin.system.customfieldtypes:textfield","10292",
"customfield_10171","customfield_10171","Received Regression Callback","True","True","True","True","Received Regression Callback[Short text], Received Regression Callback, cf[10171]","string",,"com.atlassian.jira.plugin.system.customfieldtypes:textfield","10171",
"customfield_11382","customfield_11382","Begin Date (migrated) (migrated) (migrated)","True","True","True","True","cf[11382], Begin Date (migrated) (migrated) (migrated)[Time stamp], Begin Date (migrated) (migrated) (migrated)","datetime",,"com.atlassian.jira.plugin.system.customfieldtypes:datetime","11382",
"customfield_10293","customfield_10293","Satisfaction","True","True","True","True","cf[10293], Satisfaction","sd-feedback",,"com.atlassian.servicedesk:sd-request-feedback","10293",
"customfield_10172","customfield_10172","Deployed to UAT","True","True","True","True","Deployed to UAT, cf[10172], Deployed to UAT[Short text]","string",,"com.atlassian.jira.plugin.system.customfieldtypes:readonlyfield","10172",
"customfield_10173","customfield_10173","Deployed to UAT Status","True","True","True","True","Deployed to UAT Status[Short text], cf[10173], Deployed to UAT Status","string",,"com.atlassian.jira.plugin.system.customfieldtypes:textfield","10173",
"customfield_10294","customfield_10294","Satisfaction date","True","True","True","True","cf[10294], Satisfaction date","datetime",,"com.atlassian.servicedesk:sd-request-feedback-date","10294",
"customfield_10295","customfield_10295","Request language","True","True","True","True","cf[10295], Request language","sd-request-lang",,"com.atlassian.servicedesk.servicedesk-lingo-integration-plugin:sd-request-language","10295",
"customfield_10174","customfield_10174","Deployed to PROD","True","True","True","True","Deployed to PROD[Short text], cf[10174], Deployed to PROD","string",,"com.atlassian.jira.plugin.system.customfieldtypes:readonlyfield","10174",
"customfield_10175","customfield_10175","Deployed to PROD Status","True","True","True","True","Deployed to PROD Status[Short text], Deployed to PROD Status, cf[10175]","string",,"com.atlassian.jira.plugin.system.customfieldtypes:textfield","10175",
"customfield_10296","customfield_10296","Affected services","True","True","True","True","cf[10296], Affected services","array","service-entity-field","com.atlassian.jira.plugins.service-entity:service-entity-field-cftype","10296",
"customfield_10297","customfield_10297","Withdraw Alert!!","True","True","True","True","cf[10297], Withdraw Alert!!","string",,"com.atlassian.jira.toolkit:message","10297",
"customfield_10176","customfield_10176","Received Production Callback","True","True","True","True","Received Production Callback[Short text], cf[10176], Received Production Callback","string",,"com.atlassian.jira.plugin.system.customfieldtypes:textfield","10176",
"customfield_10298","customfield_10298","Epic Approval","True","True","True","True","cf[10298], Epic Approval, Epic Approval[Short text]","string",,"com.atlassian.jira.plugin.system.customfieldtypes:textfield","10298",
"customfield_10177","customfield_10177","Deployed to Post Release","True","True","True","True","cf[10177], Deployed to Post Release[Short text], Deployed to Post Release","string",,"com.atlassian.jira.plugin.system.customfieldtypes:readonlyfield","10177",
"customfield_11267","customfield_11267","Health Status (migrated 2)","True","True","True","True","Health Status (migrated 2), Health Status (migrated 2)[Dropdown], cf[11267]","option",,"com.atlassian.jira.plugin.system.customfieldtypes:select","11267",
"customfield_10178","customfield_10178","Deployed to Post Release Status","True","True","True","True","cf[10178], Deployed to Post Release Status, Deployed to Post Release Status[Short text]","string",,"com.atlassian.jira.plugin.system.customfieldtypes:textfield","10178",
"customfield_10299","customfield_10299","Production Deployment Approvals","True","True","True","True","cf[10299], Production Deployment Approvals[Paragraph], Production Deployment Approvals","string",,"com.atlassian.jira.plugin.system.customfieldtypes:textarea","10299",
"customfield_10179","customfield_10179","Received Post Release/Training Callback","True","True","True","True","Received Post Release/Training Callback[Short text], cf[10179], Received Post Release/Training Callback","string",,"com.atlassian.jira.plugin.system.customfieldtypes:textfield","10179",
"customfield_11139","customfield_11139","Risk Approver Required (migrated) (migrated)","True","True","True","True","Risk Approver Required (migrated) (migrated)[Radio Buttons], Risk Approver Required (migrated) (migrated), cf[11139]","option",,"com.atlassian.jira.plugin.system.customfieldtypes:radiobuttons","11139",
"customfield_10160","customfield_10160","Testers: QA","True","True","True","True","Testers: QA, Testers: QA[User Picker (multiple users)], cf[10160]","array","user","com.atlassian.jira.plugin.system.customfieldtypes:multiuserpicker","10160",
"customfield_10161","customfield_10161","Testers: UAT","True","True","True","True","Testers: UAT[User Picker (multiple users)], cf[10161], Testers: UAT","array","user","com.atlassian.jira.plugin.system.customfieldtypes:multiuserpicker","10161",
"customfield_10283","customfield_10283","External issue ID","True","True","True","True","cf[10283], External issue ID, External issue ID[Short text]","string",,"com.atlassian.jira.plugin.system.customfieldtypes:textfield","10283",
"customfield_10162","customfield_10162","Artifact","True","True","True","True","Artifact[Short text], cf[10162], Artifact","string",,"com.atlassian.jira.plugin.system.customfieldtypes:textfield","10162",
"customfield_10284","customfield_10284","Phase Activity","True","True","True","True","cf[10284], Phase Activity[Paragraph], Phase Activity","string",,"com.atlassian.jira.plugin.system.customfieldtypes:textarea","10284",
"customfield_10163","customfield_10163","Platform","True","True","True","True","cf[10163], Platform, Platform[Short text]","string",,"com.atlassian.jira.plugin.system.customfieldtypes:textfield","10163",
"customfield_10164","customfield_10164","Deployed to DEV","True","True","True","True","Deployed to DEV[Short text], Deployed to DEV, cf[10164]","string",,"com.atlassian.jira.plugin.system.customfieldtypes:readonlyfield","10164",
"reporter","reporter","Reporter","False","True","True","True","reporter","user",,,,"reporter"
"customfield_10165","customfield_10165","Deployed to DEV Status","True","True","True","True","Deployed to DEV Status[Short text], cf[10165], Deployed to DEV Status","string",,"com.atlassian.jira.plugin.system.customfieldtypes:textfield","10165",
"customfield_10287","customfield_10287","Process Date","True","True","True","True","cf[10287], Process Date, Process Date[Time stamp]","datetime",,"com.atlassian.jira.plugin.system.customfieldtypes:datetime","10287",
"customfield_11013","customfield_11013","Implementation Plan (migrated) (migrated)","True","True","True","True","Implementation Plan (migrated) (migrated)[Short text], Implementation Plan (migrated) (migrated), cf[11013]","string",,"com.atlassian.jira.plugin.system.customfieldtypes:textfield","11013",
"customfield_10167","customfield_10167","Deployed to INT","True","True","True","True","cf[10167], Deployed to INT, Deployed to INT[Short text]","string",,"com.atlassian.jira.plugin.system.customfieldtypes:readonlyfield","10167",
"customfield_12102","customfield_12102","Focus Areas","True","True","True","True","","array","Focus Areas","com.atlassian.jira.plugin.system.customfieldtypes:focus-areas","12102",
"customfield_10288","com.appbox.ai.backlog.prioritization__bpn-score","Score","True","True","True","True","cf[10288], Score","number",,"read-only-number-issue-field","10288",
"customfield_11015","customfield_11015","Additional Pricing Required (migrated 2)","True","True","True","True","cf[11015], Additional Pricing Required (migrated 2), Additional Pricing Required (migrated 2)[Radio Buttons]","option",,"com.atlassian.jira.plugin.system.customfieldtypes:radiobuttons","11015",
"customfield_10289","customfield_10289","Business Case","True","True","True","True","Business Case[Dropdown], cf[10289], Business Case","option",,"com.atlassian.jira.plugin.system.customfieldtypes:select","10289",
"customfield_10168","customfield_10168","Deployed to INT Status","True","True","True","True","Deployed to INT Status, Deployed to INT Status[Short text], cf[10168]","string",,"com.atlassian.jira.plugin.system.customfieldtypes:textfield","10168",
"customfield_10169","customfield_10169","Deployed to Regression","True","True","True","True","Deployed to Regression, Deployed to Regression[Short text], cf[10169]","string",,"com.atlassian.jira.plugin.system.customfieldtypes:readonlyfield","10169",
"customfield_10159","customfield_10159","Testers: Int","True","True","True","True","Testers: Int[User Picker (multiple users)], cf[10159], Testers: Int","array","user","com.atlassian.jira.plugin.system.customfieldtypes:multiuserpicker","10159",
"progress","progress","Progress","False","False","True","False","progress","progress",,,,"progress"
"customfield_10270","customfield_10270","Project Analyst","True","True","True","True","Project Analyst[User Picker (single user)], cf[10270], Project Analyst","user",,"com.atlassian.jira.plugin.system.customfieldtypes:userpicker","10270",
"customfield_10150","customfield_10150","Package No","True","True","True","True","Package No[Short text], cf[10150], Package No","string",,"com.atlassian.jira.plugin.system.customfieldtypes:textfield","10150",
"customfield_10392","customfield_10392","Consists of Core Integrations","True","True","True","True","Consists of Core Integrations[Radio Buttons], cf[10392], Consists of Core Integrations","option",,"com.atlassian.jira.plugin.system.customfieldtypes:radiobuttons","10392",
"customfield_10271","customfield_10271","Project Manager","True","True","True","True","Project Manager, Project Manager[User Picker (single user)], cf[10271]","user",,"com.atlassian.jira.plugin.system.customfieldtypes:userpicker","10271",
"customfield_10272","customfield_10272","Time Frame","True","True","True","True","cf[10272], Time Frame, Time Frame[Paragraph]","string",,"com.atlassian.jira.plugin.system.customfieldtypes:textarea","10272",
