"Source Issue","Source URL","Target Issue","Target URL","Issue Type","Summary","Missing Parent","Status","Reason","Action Required"
"ORL-2362","https://onemain.atlassian.net/browse/ORL-2362","ORL1-295","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-295","Story","I want to set SMS to Network vs. Central","ORL-3840","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-17625","https://onemain.atlassian.net/browse/ORL-17625","ORL1-297","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-297","Story","Receive and Save Special Treatment Code from SM (HF) for UCC Home Fixtures","ORL-16502","Refinement","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-14967","https://onemain.atlassian.net/browse/ORL-14967","ORL1-299","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-299","Story","Provide Applicant the Ability to Consent to Veriff","ORL-14645","Refinement","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-14970","https://onemain.atlassian.net/browse/ORL-14970","ORL1-300","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-300","Story","Provide the Ability for Customer to Start Veriff from Loan Dashboard","ORL-14645","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-14971","https://onemain.atlassian.net/browse/ORL-14971","ORL1-301","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-301","Story","CLASS - Provide the Ability to Configure Population Required to Complete Veriff","ORL-14645","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-14972","https://onemain.atlassian.net/browse/ORL-14972","ORL1-302","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-302","Story","CLASS - Provide the Ability to Re-Request Veriff from CLASS","ORL-14645","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-14979","https://onemain.atlassian.net/browse/ORL-14979","ORL1-303","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-303","Story","Retrieve Session Result Documents from Veriff and Load to ELF","ORL-14645","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-14980","https://onemain.atlassian.net/browse/ORL-14980","ORL1-304","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-304","Story","CLASS- Provide the Ability to See Veriff Status in CLASS","ORL-14645","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-14992","https://onemain.atlassian.net/browse/ORL-14992","ORL1-305","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-305","Story","Implement graphql mutation to get session url from veriff","ORL-14645","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-16961","https://onemain.atlassian.net/browse/ORL-16961","ORL1-314","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-314","Story","Photo ID - Expanded Pilot or Full Rollout ","ORL-5007","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-3297","https://onemain.atlassian.net/browse/ORL-3297","ORL1-320","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-320","Story","I want to update fraud Class and Intake Issue selections.","ORL-4323","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-3284","https://onemain.atlassian.net/browse/ORL-3284","ORL1-321","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-321","Story","I Want to Send The 2nd Version of The Enhanced Disclosures  Form To Customers We Couldn't Contact","ORL-1867","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-3190","https://onemain.atlassian.net/browse/ORL-3190",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Story","Change the instruction language displayed to the customer using the static text at the time of requesting verification documents and other instances ","ORL-351","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-3175","https://onemain.atlassian.net/browse/ORL-3175","ORL1-327","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-327","Story","I Want to Send The 1st Version of The Enhanced Disclosures Form to Customer's Who Purchased Optional Products ","ORL-1867","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-15974","https://onemain.atlassian.net/browse/ORL-15974","ORL1-328","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-328","Spike","Load Test Harness for Cardinal Gray","ORL-14395","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-17003","https://onemain.atlassian.net/browse/ORL-17003","ORL1-330","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-330","Spike","MethodFI Technical Assessment","ORL-16702","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-15053","https://onemain.atlassian.net/browse/ORL-15053","ORL1-336","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-336","Task","SARB Review","ORL-14395","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-15055","https://onemain.atlassian.net/browse/ORL-15055","ORL1-338","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-338","Task","DevOPs Alignment (Repos, Functions, Etc.)","ORL-14395","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-4385","https://onemain.atlassian.net/browse/ORL-4385","ORL1-339","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-339","Task","Improve Layout/Presentation of Charts in the High Level Summary of Work Number Income Verification","ORL-4111","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-4377","https://onemain.atlassian.net/browse/ORL-4377",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Story","DocuSign - Non Success Scenarios - Error/Exception","ORL-530","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-5458","https://onemain.atlassian.net/browse/ORL-5458","ORL1-341","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-341","Story","FDC - Redirect from DocuSign back to OneMain","ORL-530","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-4376","https://onemain.atlassian.net/browse/ORL-4376",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Story","DocuSign - Non Success Scenarios - Finish Later (Cancel Trigger)","ORL-530","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-4375","https://onemain.atlassian.net/browse/ORL-4375",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Story","DocuSign - Non Success Scenarios - Timeout (Customer Can Still Sign)","ORL-530","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-4374","https://onemain.atlassian.net/browse/ORL-4374",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Story","DocuSign - Non Success Scenarios - Decline","ORL-530","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-4370","https://onemain.atlassian.net/browse/ORL-4370","ORL1-348","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-348","Story","Enable the system to offer an unsecured loan upon rescoring when the customer decline to provide collateral for a secured loan and willing to get an unsecured loan","ORL-4550","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-4358","https://onemain.atlassian.net/browse/ORL-4358","ORL1-349","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-349","Task","Identify Decisions Required To Set Up ORL-PLOS LSE and IVaaS for Integrated Testing","ORL-4201","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-4333","https://onemain.atlassian.net/browse/ORL-4333","ORL1-350","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-350","Task","Dynamic Analysis to Verify Work Number Documentation for Step 1: Decide How to Verify Income (CLASS Waterfall)
 ","ORL-4831","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-4325","https://onemain.atlassian.net/browse/ORL-4325","ORL1-352","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-352","Task","UAT - Kiosk Docu Sign ","ORL-530","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-4322","https://onemain.atlassian.net/browse/ORL-4322","ORL1-353","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-353","Task","ORL-PLOS Team Capacity Model Enhancement","ORL-4269","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-4271","https://onemain.atlassian.net/browse/ORL-4271","ORL1-355","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-355","Task","ORL-PLOS Team Agreement Published","ORL-4269","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-4264","https://onemain.atlassian.net/browse/ORL-4264","ORL1-356","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-356","Task","FDC Flow: Closing process documentation","ORL-4261","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-4256","https://onemain.atlassian.net/browse/ORL-4256","ORL1-357","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-357","Task","ICEINT - E2E Kiosk Docu Sign Brightway Testing","ORL-530","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-4233","https://onemain.atlassian.net/browse/ORL-4233","ORL1-359","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-359","Task","Docusign UAT support","ORL-530","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-4522","https://onemain.atlassian.net/browse/ORL-4522","ORL1-360","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-360","Task","SMS Sinch - Testing Support for Mule","ORL-2751","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-4497","https://onemain.atlassian.net/browse/ORL-4497","ORL1-361","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-361","Story","I want to capture the real-time timestamp and store it in CLASS","ORL-1867","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-5339","https://onemain.atlassian.net/browse/ORL-5339",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Task","Regression for FDC-CDS  - 2024.01.H3","ORL-360","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-5343","https://onemain.atlassian.net/browse/ORL-5343",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Task","Regression for FTR - 2024.01.H3","ORL-360","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-4055","https://onemain.atlassian.net/browse/ORL-4055",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Story","I Want to Update The Disclosure Letter to Include Commas in The Optional Product Purchase Amounts","ORL-1867","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-17422","https://onemain.atlassian.net/browse/ORL-17422","ORL1-365","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-365","Task","Testing support for CLASS Calendar events to Outlook","ORL-16770","Testing","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-17424","https://onemain.atlassian.net/browse/ORL-17424","ORL1-366","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-366","Task","Appointment data from CLASS to Outlook - End to End Testing","ORL-16770","Testing","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-4202","https://onemain.atlassian.net/browse/ORL-4202","ORL1-371","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-371","Task","Set Up Meetings To Discuss the Technological Requirements: What's Possible and the Goals for LSE and IVaaS Integration","ORL-4201","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-17633","https://onemain.atlassian.net/browse/ORL-17633","ORL1-383","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-383","Story","Pass UCC Information to Form to Be Added to Closing Documents","ORL-16502","Refinement","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-4131","https://onemain.atlassian.net/browse/ORL-4131","ORL1-385","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-385","Task","Set up MDCMS Project for PLOS","ORL-4201","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-4115","https://onemain.atlassian.net/browse/ORL-4115",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Task","Research and Document BAU Work Number Income Verification Steps","ORL-4145","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-4114","https://onemain.atlassian.net/browse/ORL-4114",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Task","Research and Document BAU Outside Impact When CLASS Receives the Work Number Income Verification Report and Processes Back into CLASS","ORL-4111","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-4112","https://onemain.atlassian.net/browse/ORL-4112",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Task","Research and Document BAU Work Number Income Calculations","ORL-4145","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-5354","https://onemain.atlassian.net/browse/ORL-5354","ORL1-390","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-390","Task","Regression Testing 2024.01 Release - AJ","ORL-5363","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-5031","https://onemain.atlassian.net/browse/ORL-5031","ORL1-393","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-393","Story","Build Switch to Route Income Verification Request to Business as Usual or IVaaS","ORL-4886","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-4768","https://onemain.atlassian.net/browse/ORL-4768","ORL1-394","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-394","Story","FTR - Loading Page to Enter Signing (Docusign)","ORL-29","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-4766","https://onemain.atlassian.net/browse/ORL-4766","ORL1-395","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-395","Task","Document the Work Number Calculations for the Program UA2351C","ORL-4145","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-4752","https://onemain.atlassian.net/browse/ORL-4752","ORL1-397","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-397","Task","Regression December Testing- AJ","ORL-5363","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-4736","https://onemain.atlassian.net/browse/ORL-4736","ORL1-398","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-398","Task","CFPB - FTR Offer Confirmation Page - Data Cleanup - CLASS","ORL-1867","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-17661","https://onemain.atlassian.net/browse/ORL-17661","ORL1-400","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-400","Story","Display borrower's email address in paperless statement enrollment - ARC and Kiosk ","ORL-14682","Refinement","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-17663","https://onemain.atlassian.net/browse/ORL-17663","ORL1-403","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-403","Story","Add Optimizely flag to Kiosk paperless statement page","ORL-14682","Refinement","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-4718","https://onemain.atlassian.net/browse/ORL-4718","ORL1-405","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-405","Task","Closing Process Documentation (Select Funding Options and Select Account Options)","ORL-4261","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-4809","https://onemain.atlassian.net/browse/ORL-4809","ORL1-407","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-407","Task","Fill-in Step-2 of High Level Summary of Work Number Income Verification","ORL-4832","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-4817","https://onemain.atlassian.net/browse/ORL-4817","ORL1-408","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-408","Task","Fill-in Step-3 of High Level Summary of Work Number Income Verification","ORL-4832","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-4833","https://onemain.atlassian.net/browse/ORL-4833","ORL1-409","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-409","Task","Powerlytics Income Verifictaion Process","ORL-4144","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-4841","https://onemain.atlassian.net/browse/ORL-4841","ORL1-410","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-410","Task","Document Additional Objects Relevant to Equifax The Work Number Income and Employment Verification ","ORL-4832","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-4842","https://onemain.atlassian.net/browse/ORL-4842","ORL1-411","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-411","Task","Dynamic Analysis of Work Number Report Ingestion Step 3","ORL-4831","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-4843","https://onemain.atlassian.net/browse/ORL-4843","ORL1-412","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-412","Task","Dynamic Analysis of Work Number Report Processing Step 4","ORL-4831","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-4852","https://onemain.atlassian.net/browse/ORL-4852","ORL1-413","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-413","Task","Standardize Formats in High Level Summary for Work Number Verification","ORL-4832","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-4693","https://onemain.atlassian.net/browse/ORL-4693","ORL1-414","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-414","Task","Deploy consent mule api failure handling in Kiosk","ORL-1867","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-4882","https://onemain.atlassian.net/browse/ORL-4882","ORL1-416","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-416","Story","Powerlytics: Consume IVaaS API to initialize the Income Verification workflow off platform","ORL-4867","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-5023","https://onemain.atlassian.net/browse/ORL-5023","ORL1-418","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-418","Task","Closing Process Documentation (Funding and Account Options Confirmation and Loan Confirmation)","ORL-4261","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-4775","https://onemain.atlassian.net/browse/ORL-4775","ORL1-419","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-419","Task","PLOS support for WNBR","ORL-4111","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-5018","https://onemain.atlassian.net/browse/ORL-5018","ORL1-420","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-420","Story","Tech Debt: Clean up FTR and FDC Discos","ORL-360","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-4800","https://onemain.atlassian.net/browse/ORL-4800","ORL1-421","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-421","Task","Fill-in Step-1 of High Level Summary of Work Number Income Verification","ORL-4832","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-4456","https://onemain.atlassian.net/browse/ORL-4456","ORL1-423","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-423","Task","Closing Process Documentation","ORL-4261","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-5412","https://onemain.atlassian.net/browse/ORL-5412","ORL1-424","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-424","Task","Samesurf POC Testing","ORL-530","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-5413","https://onemain.atlassian.net/browse/ORL-5413","ORL1-425","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-425","Story","FTR - Redirect from DocuSign back to OneMain","ORL-530","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-4434","https://onemain.atlassian.net/browse/ORL-4434",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Story","DocuSign - Non Success Scenarios - Decline Scenario Loading Page","ORL-530","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-4425","https://onemain.atlassian.net/browse/ORL-4425","ORL1-427","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-427","Task","DocuSign - Non Success Scenarios - Timeout (Customer Can Still Sign) - Merge to Master and Deployment","ORL-530","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-4638","https://onemain.atlassian.net/browse/ORL-4638","ORL1-428","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-428","Task","Dynamic Analysis of Work Number Income Verification Step 2","ORL-4831","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-4624","https://onemain.atlassian.net/browse/ORL-4624","ORL1-429","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-429","Task","Work Number Income Calculation Worksheet","ORL-4145","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-5173","https://onemain.atlassian.net/browse/ORL-5173","ORL1-430","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-430","Spike","Samesurf/Docusign Proof of Concept","ORL-530","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-4610","https://onemain.atlassian.net/browse/ORL-4610","ORL1-431","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-431","Task","CLASS - APR Quoting vs Booking Mismatch (Investigation PT 2)","ORL-360","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-5200","https://onemain.atlassian.net/browse/ORL-5200","ORL1-432","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-432","Task","FTR FDC DocuSign Integration Testing","ORL-530","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-4582","https://onemain.atlassian.net/browse/ORL-4582","ORL1-433","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-433","Task","Deploy optimizely config fix for Kiosk","ORL-552","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ORL-5205","https://onemain.atlassian.net/browse/ORL-5205","ORL1-435","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ORL1-435","Task","APR Booking vs Quoting Mismatch Documentation","ORL-360","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
