"Source Issue","Source URL","Target Issue","Target URL","Issue Type","Summary","Missing Parent","Status","Reason","Action Required"
"ACQ-1852","https://onemain.atlassian.net/browse/ACQ-1852","ACQ1-28","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ACQ1-28","Epic","Autofill Offer Code from DM QR Code","ACQ-1251","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ACQ-3921","https://onemain.atlassian.net/browse/ACQ-3921","ACQ1-29","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ACQ1-29","Epic","Build Trust - Direct Mail","ACQ-3916","In Progress","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ACQ-3934","https://onemain.atlassian.net/browse/ACQ-3934","ACQ1-30","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ACQ1-30","Epic","Prototype for user testing","ACQ-3915","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ACQ-3668","https://onemain.atlassian.net/browse/ACQ-3668",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Epic","Test IPQ WIizard vs Single Page to determine impact (Single Click PQ)","ACQ-3914","In Progress","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ACQ-3904","https://onemain.atlassian.net/browse/ACQ-3904","ACQ1-36","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ACQ1-36","Epic","A/B Test Email ITA Soft Offer ","ACQ-3915","In Progress","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ACQ-3905","https://onemain.atlassian.net/browse/ACQ-3905","ACQ1-37","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ACQ1-37","Epic","A/B Test Email ITA - Received Email","ACQ-3915","In Progress","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ACQ-3908","https://onemain.atlassian.net/browse/ACQ-3908","ACQ1-38","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ACQ1-38","Epic","Fast funding 3 way - Credit Karma test","ACQ-3919","In Progress","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ACQ-3910","https://onemain.atlassian.net/browse/ACQ-3910","ACQ1-39","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ACQ1-39","Epic","Fast Funding 2 way - Affiliate test","ACQ-3918","In Progress","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ACQ-3911","https://onemain.atlassian.net/browse/ACQ-3911","ACQ1-40","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ACQ1-40","Epic","IPQ Wizard: soft pull response, testing Soft Offer Elements v2","ACQ-3914","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ACQ-3913","https://onemain.atlassian.net/browse/ACQ-3913","ACQ1-41","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ACQ1-41","Epic","How it works","ACQ-3917","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ACQ-1872","https://onemain.atlassian.net/browse/ACQ-1872","ACQ1-42","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ACQ1-42","Epic","Lending Tree Landing Experience: Increase application rate for Lending Tree customers by making the offer review/landing experience better","ACQ-564","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ACQ-3922","https://onemain.atlassian.net/browse/ACQ-3922","ACQ1-43","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ACQ1-43","Epic","IPQ Wizard: soft pull response, testing Soft Offer Elements","ACQ-3914","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ACQ-3923","https://onemain.atlassian.net/browse/ACQ-3923","ACQ1-44","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ACQ1-44","Epic","Moneylion Decline Improvements + Additional A/B Testing","ACQ-3914","In Progress","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ACQ-3932","https://onemain.atlassian.net/browse/ACQ-3932","ACQ1-45","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ACQ1-45","Epic","First Name on Entry","ACQ-3915","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ACQ-3933","https://onemain.atlassian.net/browse/ACQ-3933","ACQ1-46","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ACQ1-46","Epic","Alternative Authentication - Email ","ACQ-3915","In Progress","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ACQ-3935","https://onemain.atlassian.net/browse/ACQ-3935","ACQ1-47","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ACQ1-47","Epic","Build Trust - Email PQ","ACQ-3917","In Progress","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ACQ-3936","https://onemain.atlassian.net/browse/ACQ-3936","ACQ1-48","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ACQ1-48","Epic","Income Test - Email","ACQ-3915","In Progress","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ACQ-1862","https://onemain.atlassian.net/browse/ACQ-1862","ACQ1-49","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ACQ1-49","Epic","Enable the Direct Mail team to follow up with customers who try to look up an offer that has expired","ACQ-564","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ACQ-1898","https://onemain.atlassian.net/browse/ACQ-1898","ACQ1-50","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ACQ1-50","Epic","IUI Promotion via Direct Mail Channels: Increase application and book rate by offering non-credit involuntary unemployment insurance","ACQ-563","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ACQ-1895","https://onemain.atlassian.net/browse/ACQ-1895","ACQ1-51","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ACQ1-51","Epic","Autocomplete a customer’s address for faster data entry","ACQ-555","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ACQ-1887","https://onemain.atlassian.net/browse/ACQ-1887","ACQ1-55","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ACQ1-55","Epic","Generic w/phone number Affiliate API Offer Review: Help affiliate API customers better understand their prequalified offers via a more intuitive, mobile-first design and clearer language","ACQ-1323","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ACQ-1875","https://onemain.atlassian.net/browse/ACQ-1875","ACQ1-56","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ACQ1-56","Epic","Fields Simplification for Acq. Flow","ACQ-1322","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ACQ-1871","https://onemain.atlassian.net/browse/ACQ-1871","ACQ1-57","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ACQ1-57","Epic","Tech Debt Q1: Reduce time to test","ACQ-567","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ACQ-1834","https://onemain.atlassian.net/browse/ACQ-1834","ACQ1-58","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ACQ1-58","Epic","Gift Card Promotions: Incentivize new customers to apply and book","ACQ-563","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ACQ-1845","https://onemain.atlassian.net/browse/ACQ-1845","ACQ1-59","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ACQ1-59","Epic","Extend ILS Promo to Paid Search and Affiliate Link Flows on Landing on OMF(non-credit involuntary unemployment insurance)","ACQ-563","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ACQ-1856","https://onemain.atlassian.net/browse/ACQ-1856","ACQ1-60","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ACQ1-60","Epic","Help potential Credit Card customers understand the value of a OMF credit card and ensure they know their bureau info could be used to determine eligibility","ACQ-567","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ACQ-1844","https://onemain.atlassian.net/browse/ACQ-1844","ACQ1-61","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ACQ1-61","Epic","Design System","ACQ-567","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ACQ-1838","https://onemain.atlassian.net/browse/ACQ-1838","ACQ1-62","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ACQ1-62","Epic","IPQ Wizard - Offer Experience Short-Term Updates","ACQ-555","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ACQ-1853","https://onemain.atlassian.net/browse/ACQ-1853","ACQ1-63","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ACQ1-63","Epic","Disclaimer updates from Legal","ACQ-567","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ACQ-1836","https://onemain.atlassian.net/browse/ACQ-1836","ACQ1-64","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ACQ1-64","Epic","Terms & Conditions Update","ACQ-567","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ACQ-1837","https://onemain.atlassian.net/browse/ACQ-1837","ACQ1-65","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ACQ1-65","Epic","Tech Debt Q3: Improve test standards quicken testing process","ACQ-567","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ACQ-1851","https://onemain.atlassian.net/browse/ACQ-1851","ACQ1-66","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ACQ1-66","Epic","give dealers participating in our central sales program who are reading their contract a place to look up stips and pricing","ACQ-567","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ACQ-1835","https://onemain.atlassian.net/browse/ACQ-1835","ACQ1-67","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ACQ1-67","Epic","Setting up Branch Pages Looker Analytics & fixing small bugs","ACQ-567","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ACQ-1841","https://onemain.atlassian.net/browse/ACQ-1841","ACQ1-68","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ACQ1-68","Epic","Tech Debt Q4: Reduce time to test","ACQ-567","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ACQ-1855","https://onemain.atlassian.net/browse/ACQ-1855","ACQ1-69","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ACQ1-69","Epic","Wizardify PPC:     Make our pay per click application to check for prequalified offers less overwhelming by breaking it into steps","ACQ-1323","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ACQ-1850","https://onemain.atlassian.net/browse/ACQ-1850","ACQ1-70","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ACQ1-70","Epic","Update website to accurately reflect our # of branch locations","ACQ-567","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ACQ-1886","https://onemain.atlassian.net/browse/ACQ-1886","ACQ1-71","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ACQ1-71","Epic","Contact Us updates for Brightway Credit Cards","ACQ-567","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ACQ-3395","https://onemain.atlassian.net/browse/ACQ-3395","ACQ1-72","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ACQ1-72","Epic","A/B testing support (Remarketing)","ACQ-3920","In Progress","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ACQ-3394","https://onemain.atlassian.net/browse/ACQ-3394","ACQ1-73","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ACQ1-73","Epic","A/B testing support (Affiliates)","ACQ-3918","In Progress","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ACQ-1890","https://onemain.atlassian.net/browse/ACQ-1890","ACQ1-74","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ACQ1-74","Epic","Q1 SEO: Fix broken links and improve indexing","ACQ-567","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ACQ-1881","https://onemain.atlassian.net/browse/ACQ-1881","ACQ1-75","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ACQ1-75","Epic","Direct Mail Wizard Application: Streamline and improve remaining application steps after customers look up a DM offer by pre-filling more information and making it clearer what info is still outstanding.","ACQ-1323","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ACQ-1897","https://onemain.atlassian.net/browse/ACQ-1897","ACQ1-77","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ACQ1-77","Epic","Credit Karma API Offer Review Experience: Provide a more seamless transition from Credit Karma to OMF by making prequalified offer details more consistent between sites","ACQ-1323","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ACQ-1910","https://onemain.atlassian.net/browse/ACQ-1910","ACQ1-78","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ACQ1-78","Epic","IPQ Wizard – Improve how validation is handled to the customer to expedite course-correction and form submission","ACQ-1251","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ACQ-1907","https://onemain.atlassian.net/browse/ACQ-1907","ACQ1-79","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ACQ1-79","Epic","Improve offer review screen for Generic Affiliate API partners leveraging flexible but consistent components","ACQ-1323","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ACQ-1908","https://onemain.atlassian.net/browse/ACQ-1908","ACQ1-80","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ACQ1-80","Epic","IPQ Wizard Short-term Fix: Exclude Users with Session Issues so that we have accurate test data","ACQ-567","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ACQ-1877","https://onemain.atlassian.net/browse/ACQ-1877","ACQ1-81","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ACQ1-81","Epic","Tech Debt Q1: Allow for multiple banners, improve visibility to feature status, & fix test specs","ACQ-567","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ACQ-1876","https://onemain.atlassian.net/browse/ACQ-1876","ACQ1-82","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ACQ1-82","Epic","Update homepage information around ways to connect with branches","ACQ-567","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ACQ-1868","https://onemain.atlassian.net/browse/ACQ-1868","ACQ1-83","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ACQ1-83","Epic","Make it easier for customers to look up their direct mail offers","ACQ-555","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ACQ-1869","https://onemain.atlassian.net/browse/ACQ-1869","ACQ1-84","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ACQ1-84","Epic","Test impact of discounted APR on traffic, apps, and books","ACQ-563","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ACQ-1903","https://onemain.atlassian.net/browse/ACQ-1903","ACQ1-87","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ACQ1-87","Epic","Improve enrollment experience for DealerTrack PowerSports dealers","ACQ-566","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ACQ-1896","https://onemain.atlassian.net/browse/ACQ-1896","ACQ1-88","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ACQ1-88","Epic","Help DM customers better understand their prequalified offers via a more intuitive, mobile-first design and clearer language","ACQ-1323","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ACQ-1878","https://onemain.atlassian.net/browse/ACQ-1878","ACQ1-89","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ACQ1-89","Epic","Tech Debt Q2: Improve test coverage and product accessibility for testing","ACQ-567","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ACQ-3072","https://onemain.atlassian.net/browse/ACQ-3072","ACQ1-90","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ACQ1-90","Epic","A/B testing support (Email & Direct Mail)","ACQ-3915","In Progress","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ACQ-1901","https://onemain.atlassian.net/browse/ACQ-1901","ACQ1-91","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ACQ1-91","Epic","Scale IPQ Wizard","ACQ-555","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ACQ-1879","https://onemain.atlassian.net/browse/ACQ-1879","ACQ1-92","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ACQ1-92","Epic","ESG (Environment Social Governance) corporate communications update","ACQ-567","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ACQ-1894","https://onemain.atlassian.net/browse/ACQ-1894","ACQ1-93","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ACQ1-93","Epic","Promotions Engine Discovery","ACQ-563","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ACQ-1848","https://onemain.atlassian.net/browse/ACQ-1848","ACQ1-95","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ACQ1-95","Epic","Tech Debt Q2: Reduce time to test","ACQ-567","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ACQ-4122","https://onemain.atlassian.net/browse/ACQ-4122","ACQ1-96","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ACQ1-96","Epic","Headline test for Email ITA, Email PQ, DM, and NCPQ ","ACQ-3915","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ACQ-2405","https://onemain.atlassian.net/browse/ACQ-2405",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Task","Update the Affiliate config file to add additional Column","ACQ-2853","In Progress","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ACQ-2921","https://onemain.atlassian.net/browse/ACQ-2921","ACQ1-138","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ACQ1-138","Story","Hardcode winning variant + remove code in Optimizely for Reasons_To_Believe_Test","ACQ-3938","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ACQ-4104","https://onemain.atlassian.net/browse/ACQ-4104","ACQ1-140","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ACQ1-140","Story","SPIKE: Experiment to Remove the Interstitial Page ","ACQ-3668","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ACQ-2730","https://onemain.atlassian.net/browse/ACQ-2730",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Task","Enhanced frontend logging for DynamoDB service issues","ACQ-2853","Ready for Work","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ACQ-2882","https://onemain.atlassian.net/browse/ACQ-2882","ACQ1-146","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ACQ1-146","Story","Hardcode winning variant & remove the Optimizely setup for DM Offer Up To","ACQ-2532","In Progress","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ACQ-2884","https://onemain.atlassian.net/browse/ACQ-2884","ACQ1-148","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ACQ1-148","Story","Hardcode winning variant for CK Offer Review","ACQ-2532","In Progress","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ACQ-2888","https://onemain.atlassian.net/browse/ACQ-2888","ACQ1-149","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ACQ1-149","Story","Investigate Leadengine (CSCALD: 00400) errors, to determine the issue and the fix","ACQ-2853","Refinement","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ACQ-4044","https://onemain.atlassian.net/browse/ACQ-4044","ACQ1-171","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ACQ1-171","Story","PLACEHOLDER - PQ Wizard One-Click Test Phase 2","ACQ-3668","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ACQ-3573","https://onemain.atlassian.net/browse/ACQ-3573","ACQ1-177","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ACQ1-177","Spike","Investigate ACQ code to determine what users were doing in examples provided","ACQ-3559","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ACQ-3571","https://onemain.atlassian.net/browse/ACQ-3571","ACQ1-178","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ACQ1-178","Spike","Definitively Determine where the mailing address is coming from for Adverse Action Notice","ACQ-3559","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ACQ-3130","https://onemain.atlassian.net/browse/ACQ-3130","ACQ1-180","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ACQ1-180","Story","Hardcode winning variant + remove code in Optimizely for Reasons_To_Believe_Test_3","ACQ-3938","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ACQ-3270","https://onemain.atlassian.net/browse/ACQ-3270",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Spike","Investigate errors logged with severity 30 for IOFR_A_* jobs ‘NO OFFERS GENERATED’","ACQ-2854","In Progress","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ACQ-3572","https://onemain.atlassian.net/browse/ACQ-3572","ACQ1-187","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ACQ1-187","Spike","Outline how the Adverse Action Notice works in ACQ (Technical Design document)","ACQ-3559","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ACQ-4035","https://onemain.atlassian.net/browse/ACQ-4035","ACQ1-200","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ACQ1-200","Story","IPQ Single-Page Flow Monitoring NFR","ACQ-3668","In Progress","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ACQ-4159","https://onemain.atlassian.net/browse/ACQ-4159","ACQ1-204","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ACQ1-204","Story","Update Single Click PQ Requested Amount field Default to 10K","ACQ-3668","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ACQ-3928","https://onemain.atlassian.net/browse/ACQ-3928","ACQ1-206","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ACQ1-206","Story","Investigate how to build automated process to update PCPQ file for Staging","ACQ-2856","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ACQ-3879","https://onemain.atlassian.net/browse/ACQ-3879","ACQ1-219","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ACQ1-219","Story","Create new view for /prequalification/start for the Test Variant, New Design","ACQ-3668","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ACQ-4005","https://onemain.atlassian.net/browse/ACQ-4005","ACQ1-248","https://onemainfinancial-migrationsandbox.atlassian.net/browse/ACQ1-248","Story","Remove employee SSNs for loans affiliate testing - MICHAEL OLIVER","ACQ-3521","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"ACQ-2247","https://onemain.atlassian.net/browse/ACQ-2247",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Task","Send slack notifications for the tickets that are in code review for 2+ days","ACQ-2853","In Progress","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
